Unnamed: 0,scrapedate,lastupdated,stateagency,fac_facilinitials,facility,fac_inc_positive,fac_inc_positivelast14days,fac_inc_active,fac_inc_releasedwhileactive,fac_inc_recovered,fac_inc_deaths,fac_staff_population,fac_staff_partiallyvaccinated,fac_staff_fullyvaccinated,facilties_staff_fullyvaccinatedpercent,fac_inc_population,fac_inc_partiallyvaccinated,fac_inc_fullyvaccinated,facilties_inc_fullyvaccinatedpercent,fac_staff_positive,fac_staff_recovered,sum_inc_tested,sum_staff_deaths,sum_staff_active,sum_inc_vaccinated,sum_staff_vaccinated,facility_bjs,fac_state,fac_inc_tested,fac_staff_deaths,fac_inc_new_deaths,fac_inc_new_recovered,fac_inc_new_tested,fac_inc_new_positive,fac_inc_negative,fac_inc_new_negative,fac_inc_released,fac_inc_new_released,fac_inc_tested1000,fac_inc_new_tested1000,fac_inc_pending,fac_inc_activetested14,fac_inc_activeptested14,fac_inc_activeinconclusive,fac_staff_new_deaths,fac_staff_new_recovered,fac_staff_new_positive,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_inc_vaccited,sum_staff_positive,sum_staff_vaccited,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeusetxt,bjs_fac_changemth,bjs_fac_changeyr,bjs_fac_changeclose,bjs_fac_notes2,oldnew,fac_staff_active,fac_staff_newlast14days,state
4399,2021-04-15,44300,CA,SQ,"CA State Prison, San Quentin",2241.0,0.0,0.0,43.0,2170.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," Main Street, San Quentin, CA 94964 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4400,2021-04-15,44300,CA,VSP,Valley State Prison,1730.0,0.0,0.0,15.0,1713.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21633 Avenue 24, Chowchilla, CA 93610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4401,2021-04-15,44300,CA,,Northern California Youth Correctional Center,,,,,,,,,,,,,,,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,"7650 South Newcastle Road, Stockton, CA 95215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4402,2021-04-15,44300,CA,,Chaderjian Youth Correctional Facility,,,,,,,,,,,,,,,50,48,,,,,,,,,,,,,,,,,,,,,,,,,,,"7650 South Newcastle Road, Stockton, CA 95215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4403,2021-04-15,44300,CA,,OH Close Youth Correctional Facility,,,,,,,,,,,,,,,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,"7650 South Newcastle Road, Stockton, CA 95213-9001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4404,2021-04-15,44300,CA,,Pine Grove,,,,,,,,,,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,"13630 Aqueduct-Volcano Road, Pine Grove, CA 95665",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4405,2021-04-15,44300,CA,,Ventura,,,,,,,,,,,,,,,78,77,,,,,,,,,,,,,,,,,,,,,,,,,,,"3100 Wright Road, Camarillo, CA 93010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4406,2021-04-15,4/14/2021,CA,,,,,,,,,,,,,,,,,,,122275.0,26.0,200,65892,27629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4407,2021-04-16,44302,CA,WSP,Wasco State Prison,1765.0,4.0,4.0,44.0,1716.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"701 Scofield Avenue, Wasco, CA 93280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4408,2021-04-16,44302,CA,CEN,Centinela State Prison,865.0,2.0,2.0,7.0,855.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2302 Brown Road, Imperial, CA 92251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4409,2021-04-16,44302,CA,ASP,Avenal State Prison,3108.0,1.0,1.0,69.0,3030.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 Kings Way, Avenal, CA 93204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4410,2021-04-16,44302,CA,CCI,CA Correctional Institution,1383.0,1.0,1.0,64.0,1314.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24900 Highway 202, Tehachapi, CA 93561",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4411,2021-04-16,44302,CA,CHCF,California Healthcare Facility,621.0,1.0,1.0,3.0,603.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7707 Austin Road, Stockton, CA 95215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4412,2021-04-16,44302,CA,CMF,CA Medical Facility,712.0,0.0,1.0,3.0,697.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1600 California Dr., Vacaville, CA 95696",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4413,2021-04-16,44302,CA,CTF,Correctional Training Facility,2719.0,1.0,1.0,29.0,2670.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Soledad Prison Road, Soledad, CA 93960",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4414,2021-04-16,44302,CA,CVSP,Chuckawalla Valley State Prison,1784.0,1.0,1.0,20.0,1754.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19025 Wiley’s Well Rd., Blythe, CA 92225 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4415,2021-04-16,44302,CA,NKSP,North Kern State Prison,923.0,1.0,1.0,10.0,908.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2737 West Cecil Avenue, Delano, CA 93215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4416,2021-04-16,44302,CA,PBSP,Pelican Bay State Prison,221.0,1.0,1.0,5.0,215.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 5905 Lake Earl Drive, Crescent City, CA 95531",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4417,2021-04-16,44302,CA,PVSP,Pleasant Valley State Prison,1990.0,1.0,1.0,13.0,1973.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24863 West Jayne Avenue, Coalinga, CA 93210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4418,2021-04-16,44302,CA,RJD,R.J. Donovan Corr. Fac. Rock Mtn.,1012.0,1.0,1.0,1.0,992.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"480 Alta Road, San Diego, CA 92179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4419,2021-04-16,44302,CA,SAC,"CA State Prison, Sacramento",293.0,1.0,1.0,2.0,289.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100 Prison Road, Represa, CA 95671",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4420,2021-04-16,44302,CA,SVSP,Salinas Valley State Prison,681.0,1.0,1.0,6.0,669.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31625 Highway 101, Soledad, CA 93960",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4421,2021-04-16,44302,CA,CAC,California City Correctional Facility,999.0,0.0,0.0,9.0,988.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22844 Virginia Blvd., California City, CA 93505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4422,2021-04-16,44302,CA,CAL,Calipatria State Prison,1123.0,0.0,0.0,10.0,1111.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7018 Blair Road, Calipatria, CA 92233 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4423,2021-04-16,44302,CA,CCC,CA Correctional Center,1365.0,0.0,0.0,33.0,1332.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"711-045 Center Rd., Susanville, CA 96127-0790",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4424,2021-04-16,44302,CA,CCWF,Central CA Women's Facility,808.0,0.0,0.0,1.0,806.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23370 Road 22, Chowchilla, CA 93610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4425,2021-04-16,44302,CA,CIM,CA Institution for Men,1499.0,0.0,0.0,32.0,1440.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14901 Central Avenue, Chino, CA 91710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4426,2021-04-16,44302,CA,CIW,CA Institution for Women,489.0,0.0,0.0,10.0,478.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16756 Chino-Corona Road, Corona, CA 92880",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4427,2021-04-16,44302,CA,CMC,CA Mens Colony,2470.0,0.0,0.0,23.0,2437.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," Colony Dr, San Luis Obispo, CA 93409 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4428,2021-04-16,44302,CA,COR,CA State Prison Corcoran,1075.0,0.0,0.0,5.0,1066.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4001 King Avenue, Corcoran, CA 9321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4429,2021-04-16,44302,CA,CRC,CA Rehabilitation Center,1993.0,0.0,0.0,57.0,1935.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 5th Street & Western, Norco, CA 92860",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4430,2021-04-16,44302,CA,DVI,Deuel Vocational Institution,543.0,0.0,0.0,5.0,538.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23500 Kasson Road, Tracy, CA 95304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4431,2021-04-16,44302,CA,FSP,Folsom State Prison,1369.0,0.0,0.0,12.0,1355.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300 Prison Road, Represa, CA 95671",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4432,2021-04-16,44302,CA,HDSP,High Desert State Prison,2032.0,0.0,0.0,6.0,2024.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"475-750 Rice Canyon Rd., Susanville, CA 96127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4433,2021-04-16,44302,CA,ISP,Ironwood State Prison,1568.0,0.0,0.0,11.0,1556.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19005 Wiley’s Well Road, Blythe, CA 92225 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4434,2021-04-16,44302,CA,KVSP,Kern Valley State Prison,894.0,0.0,0.0,7.0,881.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3000 West Cecil Avenue, Delano, CA 93216-6000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4435,2021-04-16,44302,CA,LAC,"CA State Prison, LA County",1511.0,0.0,0.0,10.0,1488.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44750 60th Street West, Lancaster, CA 93536-7620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4436,2021-04-16,44302,CA,MCSP,Mule Creek State Prison,1846.0,0.0,0.0,2.0,1836.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4001 Highway 104, Ione, CA 95640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4437,2021-04-16,44302,CA,SATF,Substance Abuse Treatment Facility,3011.0,0.0,0.0,15.0,2989.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"900 Quebec Avenue, Corcoran, CA 93212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4438,2021-04-16,44302,CA,SCC,Sierra Conservation Center,1429.0,0.0,0.0,18.0,1411.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5100 O’Byrnes Ferry Road, Jamestown, CA 95327",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4439,2021-04-16,44302,CA,SOL,"CA State Prison, Solano",1150.0,0.0,0.0,11.0,1133.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2100 Peabody Road, Vacaville, CA 95687",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4440,2021-04-16,44302,CA,SQ,"CA State Prison, San Quentin",2241.0,0.0,0.0,43.0,2170.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," Main Street, San Quentin, CA 94964 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4441,2021-04-16,44302,CA,VSP,Valley State Prison,1730.0,0.0,0.0,15.0,1713.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21633 Avenue 24, Chowchilla, CA 93610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4442,2021-04-16,44302,CA,,Northern California Youth Correctional Center,,,,,,,,,,,,,,,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,"7650 South Newcastle Road, Stockton, CA 95215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4443,2021-04-16,44302,CA,,Chaderjian Youth Correctional Facility,,,,,,,,,,,,,,,50,48,,,,,,,,,,,,,,,,,,,,,,,,,,,"7650 South Newcastle Road, Stockton, CA 95215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4444,2021-04-16,44302,CA,,OH Close Youth Correctional Facility,,,,,,,,,,,,,,,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,"7650 South Newcastle Road, Stockton, CA 95213-9001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4445,2021-04-16,44302,CA,,Pine Grove,,,,,,,,,,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,"13630 Aqueduct-Volcano Road, Pine Grove, CA 95665",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4446,2021-04-16,44302,CA,,Ventura,,,,,,,,,,,,,,,78,77,,,,,,,,,,,,,,,,,,,,,,,,,,,"3100 Wright Road, Camarillo, CA 93010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4447,2021-04-16,4/16/2021,CA,,,,,,,,,,,,,,,,,,,122435.0,26.0,200,66131,27690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4448,2021-04-17,44302,CA,WSP,Wasco State Prison,1765.0,4.0,4.0,44.0,1716.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"701 Scofield Avenue, Wasco, CA 93280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4449,2021-04-17,44302,CA,CEN,Centinela State Prison,865.0,2.0,2.0,7.0,855.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2302 Brown Road, Imperial, CA 92251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4450,2021-04-17,44302,CA,ASP,Avenal State Prison,3108.0,1.0,1.0,69.0,3030.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 Kings Way, Avenal, CA 93204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4451,2021-04-17,44302,CA,CCI,CA Correctional Institution,1383.0,1.0,1.0,64.0,1314.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24900 Highway 202, Tehachapi, CA 93561",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4452,2021-04-17,44302,CA,CHCF,California Healthcare Facility,621.0,1.0,1.0,3.0,603.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7707 Austin Road, Stockton, CA 95215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4453,2021-04-17,44302,CA,CMF,CA Medical Facility,710.0,0.0,1.0,3.0,695.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1600 California Dr., Vacaville, CA 95696",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4454,2021-04-17,44302,CA,CTF,Correctional Training Facility,2719.0,1.0,1.0,29.0,2670.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Soledad Prison Road, Soledad, CA 93960",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4455,2021-04-17,44302,CA,CVSP,Chuckawalla Valley State Prison,1784.0,1.0,1.0,20.0,1754.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19025 Wiley’s Well Rd., Blythe, CA 92225 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4456,2021-04-17,44302,CA,KVSP,Kern Valley State Prison,895.0,1.0,1.0,7.0,881.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3000 West Cecil Avenue, Delano, CA 93216-6000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4457,2021-04-17,44302,CA,NKSP,North Kern State Prison,923.0,1.0,1.0,10.0,908.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2737 West Cecil Avenue, Delano, CA 93215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4458,2021-04-17,44302,CA,PBSP,Pelican Bay State Prison,221.0,1.0,1.0,5.0,215.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 5905 Lake Earl Drive, Crescent City, CA 95531",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4459,2021-04-17,44302,CA,PVSP,Pleasant Valley State Prison,1990.0,1.0,1.0,13.0,1973.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24863 West Jayne Avenue, Coalinga, CA 93210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4460,2021-04-17,44302,CA,SAC,"CA State Prison, Sacramento",291.0,1.0,1.0,2.0,287.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100 Prison Road, Represa, CA 95671",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4461,2021-04-17,44302,CA,CAC,California City Correctional Facility,999.0,0.0,0.0,9.0,988.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22844 Virginia Blvd., California City, CA 93505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4462,2021-04-17,44302,CA,CAL,Calipatria State Prison,1123.0,0.0,0.0,10.0,1111.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7018 Blair Road, Calipatria, CA 92233 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4463,2021-04-17,44302,CA,CCC,CA Correctional Center,1365.0,0.0,0.0,33.0,1332.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"711-045 Center Rd., Susanville, CA 96127-0790",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4464,2021-04-17,44302,CA,CCWF,Central CA Women's Facility,808.0,0.0,0.0,1.0,806.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23370 Road 22, Chowchilla, CA 93610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4465,2021-04-17,44302,CA,CIM,CA Institution for Men,1499.0,0.0,0.0,32.0,1440.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14901 Central Avenue, Chino, CA 91710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4466,2021-04-17,44302,CA,CIW,CA Institution for Women,489.0,0.0,0.0,10.0,478.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16756 Chino-Corona Road, Corona, CA 92880",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4467,2021-04-17,44302,CA,CMC,CA Mens Colony,2470.0,0.0,0.0,23.0,2437.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," Colony Dr, San Luis Obispo, CA 93409 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4468,2021-04-17,44302,CA,COR,CA State Prison Corcoran,1075.0,0.0,0.0,5.0,1066.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4001 King Avenue, Corcoran, CA 9321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
4469,2021-04-17,44302,CA,CRC,CA Rehabilitation Center,1993.0,0.0,0.0,57.0,1935.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 5th Street & Western, Norco, CA 92860",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CA.csv
