Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_positive,fac_inc_active,fac_inc_recovered,fac_inc_deaths,fac_inc_partiallyvaccinated,fac_inc_fullyvaccinated,fac_inc_vaccinatedonedose,fac_staff_positive,fac_staff_active,fac_staff_recovered,fac_staff_deaths,fac_inc_tested,fac_inc_testsconducted,fac_inc_retested,fac_staff_tested,fac_staff_testsconducted,fac_staff_retested,facility_bjs,fac_state,fac_inc_negative,fac_inc_activemedinvest,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_inc_tested,sum_staff_deaths,sum_staff_positive,sum_staff_tested,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_zip2,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeusetxt,bjs_fac_changemth,bjs_fac_changeyr,bjs_fac_changeclose,state
...1,2021-01-01,12/31/2020,ND,DJS,,,,,,,,9.0,1.0,8.0,0.0,,,,,,,,ND,,,"701 16th Avenue SW, Mandan, ND 58554",58554,614.0,1.0,2751.0,0.0,248.0,1120.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...2,2021-01-01,12/31/2020,ND,DWCRC,8.0,0.0,8.0,0.0,,,,11.0,1.0,10.0,0.0,241.0,1424.0,191.0,76.0,871.0,71.0,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,ND,,,440 MCKENZIE STREET,58647,614.0,1.0,2751.0,0.0,248.0,1120.0,in BJS (matched),North Dakota,3.5e+20,,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,440 MCKENZIE STREET,NEW ENGLAND,ND,58647.0,,Females only,Minimum/low,None,Local authority,,128.0,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...3,2021-01-01,12/31/2020,ND,JRCC,340.0,0.0,340.0,1.0,,,,80.0,3.0,77.0,0.0,627.0,4923.0,541.0,282.0,3921.0,269.0,JAMES RIVER CORRECTIONAL CENTER,ND,,,2521 CIRCLE DRIVE,58401,614.0,1.0,2751.0,0.0,248.0,1120.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,JAMES RIVER CORRECTIONAL CENTER,2521 CIRCLE DRIVE,JAMESTOWN,ND,58401.0,,Males only,Medium,None,State authority,413.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...4,2021-01-01,12/31/2020,ND,MRCC,79.0,3.0,76.0,0.0,,,,18.0,1.0,17.0,0.0,206.0,1695.0,173.0,80.0,777.0,80.0,MISSOURI RIVER CORRECTIONAL CENTER,ND,,,1800 48TH AVENUE S.W.,58506,614.0,1.0,2751.0,0.0,248.0,1120.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,MISSOURI RIVER CORRECTIONAL CENTER,1800 48TH AVENUE S.W.,BISMARCK,ND,58506.0,,Males only,Minimum/low,Less than 50% of the inmates,State authority,148.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...5,2021-01-01,12/31/2020,ND,NDSP,185.0,1.0,184.0,0.0,,,,99.0,2.0,97.0,0.0,1505.0,10235.0,1117.0,560.0,8125.0,547.0,NORTH DAKOTA STATE PENITENTIARY,ND,,,3100 RAILROAD AVENUE,58506-5521,614.0,1.0,2751.0,0.0,248.0,1120.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,NORTH DAKOTA STATE PENITENTIARY,3100 RAILROAD AVENUE,BISMARCK,ND,58506.0,5521.0,Males only,Maximum/close/high,None,State authority,516.0,,Yes,"James River Correctional Center, Missouri Correctional Center",Yes,Expansion of the facility.,December,2012.0,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...6,2021-01-01,12/31/2020,ND,YCC,2.0,0.0,2.0,0.0,,,,31.0,3.0,28.0,0.0,172.0,504.0,91.0,122.0,1388.0,121.0,,ND,,,"701 16th Ave SW Mandan, ND 58554",58554,614.0,1.0,2751.0,0.0,248.0,1120.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...7,2021-01-02,12/31/2020,ND,DJS,,,,,,,,9.0,1.0,8.0,0.0,,,,,,,,ND,,,"701 16th Avenue SW, Mandan, ND 58554",58554,614.0,1.0,2751.0,0.0,248.0,1120.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...8,2021-01-02,12/31/2020,ND,DWCRC,8.0,0.0,8.0,0.0,,,,11.0,1.0,10.0,0.0,241.0,1424.0,191.0,76.0,871.0,71.0,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,ND,,,440 MCKENZIE STREET,58647,614.0,1.0,2751.0,0.0,248.0,1120.0,in BJS (matched),North Dakota,3.5e+20,,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,440 MCKENZIE STREET,NEW ENGLAND,ND,58647.0,,Females only,Minimum/low,None,Local authority,,128.0,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...9,2021-01-02,12/31/2020,ND,JRCC,340.0,0.0,340.0,1.0,,,,80.0,3.0,77.0,0.0,627.0,4923.0,541.0,282.0,3921.0,269.0,JAMES RIVER CORRECTIONAL CENTER,ND,,,2521 CIRCLE DRIVE,58401,614.0,1.0,2751.0,0.0,248.0,1120.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,JAMES RIVER CORRECTIONAL CENTER,2521 CIRCLE DRIVE,JAMESTOWN,ND,58401.0,,Males only,Medium,None,State authority,413.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...10,2021-01-02,12/31/2020,ND,MRCC,79.0,3.0,76.0,0.0,,,,18.0,1.0,17.0,0.0,206.0,1695.0,173.0,80.0,777.0,80.0,MISSOURI RIVER CORRECTIONAL CENTER,ND,,,1800 48TH AVENUE S.W.,58506,614.0,1.0,2751.0,0.0,248.0,1120.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,MISSOURI RIVER CORRECTIONAL CENTER,1800 48TH AVENUE S.W.,BISMARCK,ND,58506.0,,Males only,Minimum/low,Less than 50% of the inmates,State authority,148.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...11,2021-01-02,12/31/2020,ND,NDSP,185.0,1.0,184.0,0.0,,,,99.0,2.0,97.0,0.0,1505.0,10235.0,1117.0,560.0,8125.0,547.0,NORTH DAKOTA STATE PENITENTIARY,ND,,,3100 RAILROAD AVENUE,58506-5521,614.0,1.0,2751.0,0.0,248.0,1120.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,NORTH DAKOTA STATE PENITENTIARY,3100 RAILROAD AVENUE,BISMARCK,ND,58506.0,5521.0,Males only,Maximum/close/high,None,State authority,516.0,,Yes,"James River Correctional Center, Missouri Correctional Center",Yes,Expansion of the facility.,December,2012.0,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...12,2021-01-02,12/31/2020,ND,YCC,2.0,0.0,2.0,0.0,,,,31.0,3.0,28.0,0.0,172.0,504.0,91.0,122.0,1388.0,121.0,,ND,,,"701 16th Ave SW Mandan, ND 58554",58554,614.0,1.0,2751.0,0.0,248.0,1120.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...13,2021-01-03,12/31/2020,ND,DJS,,,,,,,,9.0,1.0,8.0,0.0,,,,,,,,ND,,,"701 16th Avenue SW, Mandan, ND 58554",58554,614.0,1.0,2751.0,0.0,248.0,1120.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...14,2021-01-03,12/31/2020,ND,DWCRC,8.0,0.0,8.0,0.0,,,,11.0,1.0,10.0,0.0,241.0,1424.0,191.0,76.0,871.0,71.0,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,ND,,,440 MCKENZIE STREET,58647,614.0,1.0,2751.0,0.0,248.0,1120.0,in BJS (matched),North Dakota,3.5e+20,,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,440 MCKENZIE STREET,NEW ENGLAND,ND,58647.0,,Females only,Minimum/low,None,Local authority,,128.0,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...15,2021-01-03,12/31/2020,ND,JRCC,340.0,0.0,340.0,1.0,,,,80.0,3.0,77.0,0.0,627.0,4923.0,541.0,282.0,3921.0,269.0,JAMES RIVER CORRECTIONAL CENTER,ND,,,2521 CIRCLE DRIVE,58401,614.0,1.0,2751.0,0.0,248.0,1120.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,JAMES RIVER CORRECTIONAL CENTER,2521 CIRCLE DRIVE,JAMESTOWN,ND,58401.0,,Males only,Medium,None,State authority,413.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...16,2021-01-03,12/31/2020,ND,MRCC,79.0,3.0,76.0,0.0,,,,18.0,1.0,17.0,0.0,206.0,1695.0,173.0,80.0,777.0,80.0,MISSOURI RIVER CORRECTIONAL CENTER,ND,,,1800 48TH AVENUE S.W.,58506,614.0,1.0,2751.0,0.0,248.0,1120.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,MISSOURI RIVER CORRECTIONAL CENTER,1800 48TH AVENUE S.W.,BISMARCK,ND,58506.0,,Males only,Minimum/low,Less than 50% of the inmates,State authority,148.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...17,2021-01-03,12/31/2020,ND,NDSP,185.0,1.0,184.0,0.0,,,,99.0,2.0,97.0,0.0,1505.0,10235.0,1117.0,560.0,8125.0,547.0,NORTH DAKOTA STATE PENITENTIARY,ND,,,3100 RAILROAD AVENUE,58506-5521,614.0,1.0,2751.0,0.0,248.0,1120.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,NORTH DAKOTA STATE PENITENTIARY,3100 RAILROAD AVENUE,BISMARCK,ND,58506.0,5521.0,Males only,Maximum/close/high,None,State authority,516.0,,Yes,"James River Correctional Center, Missouri Correctional Center",Yes,Expansion of the facility.,December,2012.0,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...18,2021-01-03,12/31/2020,ND,YCC,2.0,0.0,2.0,0.0,,,,31.0,3.0,28.0,0.0,172.0,504.0,91.0,122.0,1388.0,121.0,,ND,,,"701 16th Ave SW Mandan, ND 58554",58554,614.0,1.0,2751.0,0.0,248.0,1120.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...19,2021-01-04,12/31/2020,ND,DJS,,,,,,,,9.0,1.0,8.0,0.0,,,,,,,,ND,,,"701 16th Avenue SW, Mandan, ND 58554",58554,614.0,1.0,2751.0,0.0,248.0,1120.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...20,2021-01-04,12/31/2020,ND,DWCRC,8.0,0.0,8.0,0.0,,,,11.0,1.0,10.0,0.0,241.0,1424.0,191.0,76.0,871.0,71.0,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,ND,,,440 MCKENZIE STREET,58647,614.0,1.0,2751.0,0.0,248.0,1120.0,in BJS (matched),North Dakota,3.5e+20,,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,440 MCKENZIE STREET,NEW ENGLAND,ND,58647.0,,Females only,Minimum/low,None,Local authority,,128.0,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...21,2021-01-04,12/31/2020,ND,JRCC,340.0,0.0,340.0,1.0,,,,80.0,3.0,77.0,0.0,627.0,4923.0,541.0,282.0,3921.0,269.0,JAMES RIVER CORRECTIONAL CENTER,ND,,,2521 CIRCLE DRIVE,58401,614.0,1.0,2751.0,0.0,248.0,1120.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,JAMES RIVER CORRECTIONAL CENTER,2521 CIRCLE DRIVE,JAMESTOWN,ND,58401.0,,Males only,Medium,None,State authority,413.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...22,2021-01-04,12/31/2020,ND,MRCC,79.0,3.0,76.0,0.0,,,,18.0,1.0,17.0,0.0,206.0,1695.0,173.0,80.0,777.0,80.0,MISSOURI RIVER CORRECTIONAL CENTER,ND,,,1800 48TH AVENUE S.W.,58506,614.0,1.0,2751.0,0.0,248.0,1120.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,MISSOURI RIVER CORRECTIONAL CENTER,1800 48TH AVENUE S.W.,BISMARCK,ND,58506.0,,Males only,Minimum/low,Less than 50% of the inmates,State authority,148.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...23,2021-01-04,12/31/2020,ND,NDSP,185.0,1.0,184.0,0.0,,,,99.0,2.0,97.0,0.0,1505.0,10235.0,1117.0,560.0,8125.0,547.0,NORTH DAKOTA STATE PENITENTIARY,ND,,,3100 RAILROAD AVENUE,58506-5521,614.0,1.0,2751.0,0.0,248.0,1120.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,NORTH DAKOTA STATE PENITENTIARY,3100 RAILROAD AVENUE,BISMARCK,ND,58506.0,5521.0,Males only,Maximum/close/high,None,State authority,516.0,,Yes,"James River Correctional Center, Missouri Correctional Center",Yes,Expansion of the facility.,December,2012.0,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...24,2021-01-04,12/31/2020,ND,YCC,2.0,0.0,2.0,0.0,,,,31.0,3.0,28.0,0.0,172.0,504.0,91.0,122.0,1388.0,121.0,,ND,,,"701 16th Ave SW Mandan, ND 58554",58554,614.0,1.0,2751.0,0.0,248.0,1120.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...25,2021-01-05,1/4/2021,ND,DJS,,,,,,,,9.0,1.0,8.0,0.0,,,,,,,,ND,,,"701 16th Avenue SW, Mandan, ND 58554",58554,614.0,1.0,2763.0,0.0,248.0,1122.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...26,2021-01-05,1/4/2021,ND,DWCRC,8.0,0.0,8.0,0.0,,,,11.0,1.0,10.0,0.0,244.0,1499.0,191.0,76.0,908.0,71.0,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,ND,,,440 MCKENZIE STREET,58647,614.0,1.0,2763.0,0.0,248.0,1122.0,in BJS (matched),North Dakota,3.5e+20,,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,440 MCKENZIE STREET,NEW ENGLAND,ND,58647.0,,Females only,Minimum/low,None,Local authority,,128.0,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...27,2021-01-05,1/4/2021,ND,JRCC,340.0,0.0,340.0,1.0,,,,80.0,3.0,77.0,0.0,639.0,5009.0,553.0,283.0,4055.0,269.0,JAMES RIVER CORRECTIONAL CENTER,ND,,,2521 CIRCLE DRIVE,58401,614.0,1.0,2763.0,0.0,248.0,1122.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,JAMES RIVER CORRECTIONAL CENTER,2521 CIRCLE DRIVE,JAMESTOWN,ND,58401.0,,Males only,Medium,None,State authority,413.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...28,2021-01-05,1/4/2021,ND,MRCC,79.0,3.0,76.0,0.0,,,,18.0,1.0,17.0,0.0,206.0,1711.0,173.0,80.0,806.0,80.0,MISSOURI RIVER CORRECTIONAL CENTER,ND,,,1800 48TH AVENUE S.W.,58506,614.0,1.0,2763.0,0.0,248.0,1122.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,MISSOURI RIVER CORRECTIONAL CENTER,1800 48TH AVENUE S.W.,BISMARCK,ND,58506.0,,Males only,Minimum/low,Less than 50% of the inmates,State authority,148.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...29,2021-01-05,1/4/2021,ND,NDSP,185.0,1.0,184.0,0.0,,,,99.0,2.0,97.0,0.0,1502.0,10678.0,1117.0,561.0,8399.0,548.0,NORTH DAKOTA STATE PENITENTIARY,ND,,,3100 RAILROAD AVENUE,58506-5521,614.0,1.0,2763.0,0.0,248.0,1122.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,NORTH DAKOTA STATE PENITENTIARY,3100 RAILROAD AVENUE,BISMARCK,ND,58506.0,5521.0,Males only,Maximum/close/high,None,State authority,516.0,,Yes,"James River Correctional Center, Missouri Correctional Center",Yes,Expansion of the facility.,December,2012.0,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...30,2021-01-05,1/4/2021,ND,YCC,2.0,0.0,2.0,0.0,,,,31.0,1.0,30.0,0.0,172.0,526.0,92.0,122.0,1445.0,121.0,,ND,,,"701 16th Ave SW Mandan, ND 58554",58554,614.0,1.0,2763.0,0.0,248.0,1122.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...31,2021-01-06,1/5/2021,ND,DJS,,,,,,,,10.0,1.0,9.0,0.0,,,,,,,,ND,,,"701 16th Avenue SW, Mandan, ND 58554",58554,614.0,1.0,2763.0,0.0,250.0,1122.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...32,2021-01-06,1/5/2021,ND,DWCRC,8.0,0.0,8.0,0.0,,,,11.0,1.0,10.0,0.0,244.0,1499.0,191.0,76.0,908.0,71.0,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,ND,,,440 MCKENZIE STREET,58647,614.0,1.0,2763.0,0.0,250.0,1122.0,in BJS (matched),North Dakota,3.5e+20,,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,440 MCKENZIE STREET,NEW ENGLAND,ND,58647.0,,Females only,Minimum/low,None,Local authority,,128.0,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...33,2021-01-06,1/5/2021,ND,JRCC,340.0,0.0,340.0,1.0,,,,81.0,3.0,78.0,0.0,639.0,5009.0,553.0,283.0,4055.0,269.0,JAMES RIVER CORRECTIONAL CENTER,ND,,,2521 CIRCLE DRIVE,58401,614.0,1.0,2763.0,0.0,250.0,1122.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,JAMES RIVER CORRECTIONAL CENTER,2521 CIRCLE DRIVE,JAMESTOWN,ND,58401.0,,Males only,Medium,None,State authority,413.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...34,2021-01-06,1/5/2021,ND,MRCC,79.0,0.0,79.0,0.0,,,,18.0,1.0,17.0,0.0,206.0,1711.0,173.0,80.0,806.0,80.0,MISSOURI RIVER CORRECTIONAL CENTER,ND,,,1800 48TH AVENUE S.W.,58506,614.0,1.0,2763.0,0.0,250.0,1122.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,MISSOURI RIVER CORRECTIONAL CENTER,1800 48TH AVENUE S.W.,BISMARCK,ND,58506.0,,Males only,Minimum/low,Less than 50% of the inmates,State authority,148.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...35,2021-01-06,1/5/2021,ND,NDSP,185.0,0.0,185.0,0.0,,,,99.0,0.0,99.0,0.0,1502.0,10678.0,1117.0,561.0,8399.0,548.0,NORTH DAKOTA STATE PENITENTIARY,ND,,,3100 RAILROAD AVENUE,58506-5521,614.0,1.0,2763.0,0.0,250.0,1122.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,NORTH DAKOTA STATE PENITENTIARY,3100 RAILROAD AVENUE,BISMARCK,ND,58506.0,5521.0,Males only,Maximum/close/high,None,State authority,516.0,,Yes,"James River Correctional Center, Missouri Correctional Center",Yes,Expansion of the facility.,December,2012.0,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...36,2021-01-06,1/5/2021,ND,YCC,2.0,0.0,2.0,0.0,,,,31.0,1.0,30.0,0.0,172.0,526.0,92.0,122.0,1445.0,121.0,,ND,,,"701 16th Ave SW Mandan, ND 58554",58554,614.0,1.0,2763.0,0.0,250.0,1122.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...37,2021-01-07,1/6/2021,ND,DJS,,,,,,,,10.0,1.0,9.0,0.0,,,,,,,,ND,,,"701 16th Avenue SW, Mandan, ND 58554",58554,614.0,1.0,2763.0,0.0,251.0,1122.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...38,2021-01-07,1/6/2021,ND,DWCRC,8.0,0.0,8.0,0.0,,,,11.0,1.0,10.0,0.0,244.0,1499.0,191.0,76.0,908.0,71.0,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,ND,,,440 MCKENZIE STREET,58647,614.0,1.0,2763.0,0.0,251.0,1122.0,in BJS (matched),North Dakota,3.5e+20,,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,440 MCKENZIE STREET,NEW ENGLAND,ND,58647.0,,Females only,Minimum/low,None,Local authority,,128.0,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...39,2021-01-07,1/6/2021,ND,JRCC,340.0,0.0,340.0,1.0,,,,82.0,4.0,78.0,0.0,639.0,5009.0,553.0,283.0,4055.0,269.0,JAMES RIVER CORRECTIONAL CENTER,ND,,,2521 CIRCLE DRIVE,58401,614.0,1.0,2763.0,0.0,251.0,1122.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,JAMES RIVER CORRECTIONAL CENTER,2521 CIRCLE DRIVE,JAMESTOWN,ND,58401.0,,Males only,Medium,None,State authority,413.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...40,2021-01-07,1/6/2021,ND,MRCC,79.0,0.0,79.0,0.0,,,,18.0,1.0,17.0,0.0,206.0,1711.0,173.0,80.0,806.0,80.0,MISSOURI RIVER CORRECTIONAL CENTER,ND,,,1800 48TH AVENUE S.W.,58506,614.0,1.0,2763.0,0.0,251.0,1122.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,MISSOURI RIVER CORRECTIONAL CENTER,1800 48TH AVENUE S.W.,BISMARCK,ND,58506.0,,Males only,Minimum/low,Less than 50% of the inmates,State authority,148.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...41,2021-01-07,1/6/2021,ND,NDSP,185.0,0.0,185.0,0.0,,,,99.0,0.0,99.0,0.0,1502.0,10678.0,1117.0,561.0,8399.0,548.0,NORTH DAKOTA STATE PENITENTIARY,ND,,,3100 RAILROAD AVENUE,58506-5521,614.0,1.0,2763.0,0.0,251.0,1122.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,NORTH DAKOTA STATE PENITENTIARY,3100 RAILROAD AVENUE,BISMARCK,ND,58506.0,5521.0,Males only,Maximum/close/high,None,State authority,516.0,,Yes,"James River Correctional Center, Missouri Correctional Center",Yes,Expansion of the facility.,December,2012.0,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...42,2021-01-07,1/6/2021,ND,YCC,2.0,0.0,2.0,0.0,,,,31.0,1.0,30.0,0.0,172.0,526.0,92.0,122.0,1445.0,121.0,,ND,,,"701 16th Ave SW Mandan, ND 58554",58554,614.0,1.0,2763.0,0.0,251.0,1122.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...43,2021-01-08,1/7/2021,ND,DJS,,,,,,,,10.0,1.0,9.0,0.0,,,,,,,,ND,,,"701 16th Avenue SW, Mandan, ND 58554",58554,615.0,1.0,2763.0,0.0,251.0,1122.0,not in BJS,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...44,2021-01-08,1/7/2021,ND,DWCRC,8.0,0.0,8.0,0.0,,,,11.0,1.0,10.0,0.0,244.0,1499.0,191.0,76.0,908.0,71.0,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,ND,,,440 MCKENZIE STREET,58647,615.0,1.0,2763.0,0.0,251.0,1122.0,in BJS (matched),North Dakota,3.5e+20,,DAKOTA WOMEN'S CORRECTIONAL & REHAB CENTER,440 MCKENZIE STREET,NEW ENGLAND,ND,58647.0,,Females only,Minimum/low,None,Local authority,,128.0,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...45,2021-01-08,1/7/2021,ND,JRCC,340.0,0.0,340.0,1.0,,,,82.0,4.0,78.0,0.0,639.0,5009.0,553.0,283.0,4055.0,269.0,JAMES RIVER CORRECTIONAL CENTER,ND,,,2521 CIRCLE DRIVE,58401,615.0,1.0,2763.0,0.0,251.0,1122.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,JAMES RIVER CORRECTIONAL CENTER,2521 CIRCLE DRIVE,JAMESTOWN,ND,58401.0,,Males only,Medium,None,State authority,413.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
...46,2021-01-08,1/7/2021,ND,MRCC,79.0,0.0,79.0,0.0,,,,18.0,1.0,17.0,0.0,206.0,1711.0,173.0,80.0,806.0,80.0,MISSOURI RIVER CORRECTIONAL CENTER,ND,,,1800 48TH AVENUE S.W.,58506,615.0,1.0,2763.0,0.0,251.0,1122.0,in BJS (matched),North Dakota,3.5e+20,3.5e+20,MISSOURI RIVER CORRECTIONAL CENTER,1800 48TH AVENUE S.W.,BISMARCK,ND,58506.0,,Males only,Minimum/low,Less than 50% of the inmates,State authority,148.0,,No,,No,,,,No,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
