Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_positive,fac_inc_active,fac_inc_recovered,fac_inc_deaths,fac_inc_partiallyvaccinated,fac_inc_fullyvaccinated,fac_inc_vaccinatedonedose,fac_staff_positive,fac_staff_active,fac_staff_recovered,fac_staff_deaths,fac_inc_tested,fac_inc_testsconducted,fac_inc_retested,fac_staff_tested,fac_staff_testsconducted,fac_staff_retested,facility_bjs,fac_state,fac_inc_negative,fac_inc_activemedinvest,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_inc_tested,sum_staff_deaths,sum_staff_positive,sum_staff_tested,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_zip2,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeusetxt,bjs_fac_changemth,bjs_fac_changeyr,bjs_fac_changeclose,state
1997,2021-09-07,2021-09-03,ND,YCC,,,,,,,,,,,,296.0,1169.0,171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
1998,2021-09-07,2021-09-03,ND,DWCRC,,,,,,,,,,,,,,,126.0,1837.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
1999,2021-09-07,2021-09-03,ND,JRCC,,,,,,,,,,,,,,,420.0,8173.0,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2000,2021-09-07,2021-09-03,ND,MRCC,,,,,,,,,,,,,,,110.0,1624.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2001,2021-09-07,2021-09-03,ND,NDSP,,,,,,,,,,,,,,,957.0,16470.0,704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2002,2021-09-07,2021-09-03,ND,YCC,,,,,,,,,,,,,,,165.0,2872.0,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2003,2021-09-08,2021-09-03,ND,NDSP,198.0,1.0,197.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2004,2021-09-08,2021-09-03,ND,JRCC,349.0,3.0,345.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2005,2021-09-08,2021-09-03,ND,MRCC,82.0,0.0,82.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2006,2021-09-08,2021-09-03,ND,DWCRC,10.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2007,2021-09-08,2021-09-03,ND,YCC/HRCC,7.0,1.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2008,2021-09-08,2021-09-03,ND,NDSP,,,,,475.0,465.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2009,2021-09-08,2021-09-03,ND,JRCC,,,,,360.0,343.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2010,2021-09-08,2021-09-03,ND,MRCC,,,,,98.0,98.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2011,2021-09-08,2021-09-03,ND,DWCRC,,,,,76.0,50.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2012,2021-09-08,2021-09-03,ND,YCC,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2013,2021-09-08,2021-09-03,ND,NDSP,,,,,,,,132.0,2.0,130.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2014,2021-09-08,2021-09-03,ND,JRCC,,,,,,,,110.0,2.0,107.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2015,2021-09-08,2021-09-03,ND,MRCC,,,,,,,,22.0,2.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2016,2021-09-08,2021-09-03,ND,DWCRC,,,,,,,,17.0,2.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2017,2021-09-08,2021-09-03,ND,YCC/HRCC,,,,,,,,44.0,1.0,43.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2018,2021-09-08,2021-09-03,ND,DJS,,,,,,,,11.0,0.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2019,2021-09-08,2021-09-03,ND,DWCRC,,,,,,,,,,,,521.0,3335.0,388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2020,2021-09-08,2021-09-03,ND,JRCC,,,,,,,,,,,,1295.0,12266.0,1062.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2021,2021-09-08,2021-09-03,ND,MRCC,,,,,,,,,,,,548.0,3758.0,457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2022,2021-09-08,2021-09-03,ND,NDSP,,,,,,,,,,,,2641.0,23828.0,2082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2023,2021-09-08,2021-09-03,ND,YCC/HRCC,,,,,,,,,,,,302.0,1208.0,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2024,2021-09-08,2021-09-03,ND,DWCRC,,,,,,,,,,,,,,,129.0,1887.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2025,2021-09-08,2021-09-03,ND,JRCC,,,,,,,,,,,,,,,450.0,8772.0,348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2026,2021-09-08,2021-09-03,ND,MRCC,,,,,,,,,,,,,,,110.0,1644.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2027,2021-09-08,2021-09-03,ND,NDSP,,,,,,,,,,,,,,,968.0,16742.0,708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2028,2021-09-08,2021-09-03,ND,YCC/HRCC,,,,,,,,,,,,,,,175.0,2919.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2029,2021-09-09,2021-09-03,ND,NDSP,198.0,1.0,197.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2030,2021-09-09,2021-09-03,ND,JRCC,349.0,3.0,345.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2031,2021-09-09,2021-09-03,ND,MRCC,82.0,0.0,82.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2032,2021-09-09,2021-09-03,ND,DWCRC,10.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2033,2021-09-09,2021-09-03,ND,YCC/HRCC,7.0,1.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2034,2021-09-09,2021-09-03,ND,NDSP,,,,,475.0,465.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2035,2021-09-09,2021-09-03,ND,JRCC,,,,,360.0,343.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2036,2021-09-09,2021-09-03,ND,MRCC,,,,,98.0,98.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2037,2021-09-09,2021-09-03,ND,DWCRC,,,,,76.0,50.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2038,2021-09-09,2021-09-03,ND,YCC,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2039,2021-09-09,2021-09-03,ND,NDSP,,,,,,,,132.0,2.0,130.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2040,2021-09-09,2021-09-03,ND,JRCC,,,,,,,,110.0,2.0,107.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2041,2021-09-09,2021-09-03,ND,MRCC,,,,,,,,22.0,2.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2042,2021-09-09,2021-09-03,ND,DWCRC,,,,,,,,17.0,2.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2043,2021-09-09,2021-09-03,ND,YCC/HRCC,,,,,,,,44.0,1.0,43.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2044,2021-09-09,2021-09-03,ND,DJS,,,,,,,,11.0,0.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2045,2021-09-09,2021-09-03,ND,DWCRC,,,,,,,,,,,,521.0,3335.0,388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2046,2021-09-09,2021-09-03,ND,JRCC,,,,,,,,,,,,1295.0,12266.0,1062.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2047,2021-09-09,2021-09-03,ND,MRCC,,,,,,,,,,,,548.0,3758.0,457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2048,2021-09-09,2021-09-03,ND,NDSP,,,,,,,,,,,,2641.0,23828.0,2082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2049,2021-09-09,2021-09-03,ND,YCC/HRCC,,,,,,,,,,,,302.0,1208.0,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2050,2021-09-09,2021-09-03,ND,DWCRC,,,,,,,,,,,,,,,129.0,1887.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2051,2021-09-09,2021-09-03,ND,JRCC,,,,,,,,,,,,,,,450.0,8772.0,348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2052,2021-09-09,2021-09-03,ND,MRCC,,,,,,,,,,,,,,,110.0,1644.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2053,2021-09-09,2021-09-03,ND,NDSP,,,,,,,,,,,,,,,968.0,16742.0,708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2054,2021-09-09,2021-09-03,ND,YCC/HRCC,,,,,,,,,,,,,,,175.0,2919.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2055,2021-09-10,2021-09-03,ND,NDSP,198.0,1.0,197.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2056,2021-09-10,2021-09-03,ND,JRCC,349.0,3.0,345.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2057,2021-09-10,2021-09-03,ND,MRCC,82.0,0.0,82.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2058,2021-09-10,2021-09-03,ND,DWCRC,10.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2059,2021-09-10,2021-09-03,ND,YCC/HRCC,7.0,1.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2060,2021-09-10,2021-09-03,ND,NDSP,,,,,475.0,465.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2061,2021-09-10,2021-09-03,ND,JRCC,,,,,360.0,343.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2062,2021-09-10,2021-09-03,ND,MRCC,,,,,98.0,98.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2063,2021-09-10,2021-09-03,ND,DWCRC,,,,,76.0,50.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2064,2021-09-10,2021-09-03,ND,YCC,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2065,2021-09-10,2021-09-03,ND,NDSP,,,,,,,,132.0,2.0,130.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2066,2021-09-10,2021-09-03,ND,JRCC,,,,,,,,110.0,2.0,107.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2067,2021-09-10,2021-09-03,ND,MRCC,,,,,,,,22.0,2.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2068,2021-09-10,2021-09-03,ND,DWCRC,,,,,,,,17.0,2.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2069,2021-09-10,2021-09-03,ND,YCC/HRCC,,,,,,,,44.0,1.0,43.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2070,2021-09-10,2021-09-03,ND,DJS,,,,,,,,11.0,0.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2071,2021-09-10,2021-09-03,ND,DWCRC,,,,,,,,,,,,521.0,3335.0,388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2072,2021-09-10,2021-09-03,ND,JRCC,,,,,,,,,,,,1295.0,12266.0,1062.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2073,2021-09-10,2021-09-03,ND,MRCC,,,,,,,,,,,,548.0,3758.0,457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2074,2021-09-10,2021-09-03,ND,NDSP,,,,,,,,,,,,2641.0,23828.0,2082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2075,2021-09-10,2021-09-03,ND,YCC/HRCC,,,,,,,,,,,,302.0,1208.0,177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2076,2021-09-10,2021-09-03,ND,DWCRC,,,,,,,,,,,,,,,129.0,1887.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2077,2021-09-10,2021-09-03,ND,JRCC,,,,,,,,,,,,,,,450.0,8772.0,348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2078,2021-09-10,2021-09-03,ND,MRCC,,,,,,,,,,,,,,,110.0,1644.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2079,2021-09-10,2021-09-03,ND,NDSP,,,,,,,,,,,,,,,968.0,16742.0,708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2080,2021-09-10,2021-09-03,ND,YCC/HRCC,,,,,,,,,,,,,,,175.0,2919.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2081,2021-09-11,2021-09-10,ND,NDSP,198.0,1.0,197.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2082,2021-09-11,2021-09-10,ND,JRCC,357.0,11.0,345.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2083,2021-09-11,2021-09-10,ND,MRCC,86.0,4.0,82.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2084,2021-09-11,2021-09-10,ND,DWCRC,10.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2085,2021-09-11,2021-09-10,ND,YCC/HRCC,7.0,1.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2086,2021-09-11,2021-09-10,ND,NDSP,,,,,475.0,465.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2087,2021-09-11,2021-09-10,ND,JRCC,,,,,360.0,343.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2088,2021-09-11,2021-09-10,ND,MRCC,,,,,98.0,98.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2089,2021-09-11,2021-09-10,ND,DWCRC,,,,,76.0,50.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2090,2021-09-11,2021-09-10,ND,YCC,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2091,2021-09-11,2021-09-10,ND,NDSP,,,,,,,,132.0,1.0,131.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2092,2021-09-11,2021-09-10,ND,JRCC,,,,,,,,110.0,1.0,108.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2093,2021-09-11,2021-09-10,ND,MRCC,,,,,,,,22.0,1.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2094,2021-09-11,2021-09-10,ND,DWCRC,,,,,,,,17.0,2.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2095,2021-09-11,2021-09-10,ND,YCC/HRCC,,,,,,,,45.0,1.0,44.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2096,2021-09-11,2021-09-10,ND,DJS,,,,,,,,11.0,0.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2097,2021-09-11,2021-09-10,ND,DWCRC,,,,,,,,,,,,521.0,3335.0,388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2098,2021-09-11,2021-09-10,ND,JRCC,,,,,,,,,,,,1295.0,12266.0,1062.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
2099,2021-09-11,2021-09-10,ND,MRCC,,,,,,,,,,,,548.0,3758.0,457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ND.csv
