Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_tested,fac_inc_active,fac_inc_positive,fac_inc_deaths,fac_staff_positive,fac_staff_deaths,sum_staff_active,fac_inc_phase1apartiallyvaccinated,fac_inc_phase1afullyvaccinated,fac_inc_phase1bpartiallyvaccinated,fac_inc_phase1bfullyvaccinated,fac_inc_phase2apartiallyvaccinated,facilties_inc_phase1bonedose,fac_inc_phase2afullyvaccinated,fac_inc_phase2band3partiallyvaccinated,fac_inc_phase2band3fullyvaccinated,facilties_inc_phase2band3onedose,fac_inc_phase2band3onedose,sum_inc_population,sum_staff_population,sum_inc_vaccinated,facility_bjs,fac_state,fac_inc_phase1bpartvac,fac_address,fac_zip,sum_inc_pop,sum_inc_positive,sum_inc_deaths,sum_inc_tested,sum_staff_positive,sum_staff_pop,match,bjs_fac_state,bjs_fac_id,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_securityother,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_changeuse,bjs_fac_changeclose,bjs_fac_notes,state
93,2021-01-14,44209,NH,NNHCF,226.0,12.0,127.0,1.0,,,,,,,,,,,,,,,,,,,,,138 EAST MILAN ROAD,3570.0,,407.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
94,2021-01-14,44209,NH,NHSP-M,536.0,20.0,233.0,1.0,,,,,,,,,,,,,,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,407.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
95,2021-01-14,44209,NH,TWC/THU,43.0,5.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,407.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
96,2021-01-14,44209,NH,SPU / RTU,245.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,407.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
97,2021-01-14,44209,NH,SPU / RTU,,,,,12.0,NR,0.0,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,407.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
98,2021-01-14,44209,NH,,,,,,,,,,,,,,,,,,,,2133.0,841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
99,2021-01-15,44210,NH,NHCF-W,75.0,7.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,407.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
100,2021-01-15,44210,NH,NNHCF,226.0,12.0,127.0,1.0,,,,,,,,,,,,,,,,,,,,,138 EAST MILAN ROAD,3570.0,,407.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
101,2021-01-15,44210,NH,NHSP-M,538.0,20.0,233.0,1.0,,,,,,,,,,,,,,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,407.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
102,2021-01-15,44210,NH,TWC/THU,43.0,5.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,407.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
103,2021-01-15,44210,NH,SPU / RTU,245.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,407.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
104,2021-01-15,44210,NH,SPU / RTU,,,,,12.0,NR,0.0,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,407.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
105,2021-01-15,44210,NH,,,,,,,,,,,,,,,,,,,,2132.0,841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
106,2021-01-16,44211,NH,NHCF-W,76.0,7.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,413.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
107,2021-01-16,44211,NH,NNHCF,226.0,10.0,127.0,1.0,,,,,,,,,,,,,,,,,,,,,138 EAST MILAN ROAD,3570.0,,413.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
108,2021-01-16,44211,NH,NHSP-M,538.0,21.0,239.0,1.0,,,,,,,,,,,,,,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,413.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
109,2021-01-16,44211,NH,TWC/THU,43.0,3.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,413.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
110,2021-01-16,44211,NH,SPU / RTU,245.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,413.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
111,2021-01-16,44211,NH,SPU / RTU,,,,,12.0,NR,0.0,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,413.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
112,2021-01-16,44211,NH,,,,,,,,,,,,,,,,,,,,2132.0,841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
113,2021-01-17,44211,NH,NHCF-W,76.0,7.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,413.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
114,2021-01-17,44211,NH,NNHCF,226.0,10.0,127.0,1.0,,,,,,,,,,,,,,,,,,,,,138 EAST MILAN ROAD,3570.0,,413.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
115,2021-01-17,44211,NH,NHSP-M,538.0,21.0,239.0,1.0,,,,,,,,,,,,,,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,413.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
116,2021-01-17,44211,NH,TWC/THU,43.0,3.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,413.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
117,2021-01-17,44211,NH,SPU / RTU,245.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,413.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
118,2021-01-17,44211,NH,SPU / RTU,,,,,12.0,NR,0.0,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,413.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
119,2021-01-17,44211,NH,,,,,,,,,,,,,,,,,,,,2132.0,841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
120,2021-01-18,44211,NH,NHCF-W,76.0,7.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,413.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
121,2021-01-18,44211,NH,NNHCF,226.0,10.0,127.0,1.0,,,,,,,,,,,,,,,,,,,,,138 EAST MILAN ROAD,3570.0,,413.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
122,2021-01-18,44211,NH,NHSP-M,538.0,21.0,239.0,1.0,,,,,,,,,,,,,,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,413.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
123,2021-01-18,44211,NH,TWC/THU,43.0,3.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,413.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
124,2021-01-18,44211,NH,SPU / RTU,245.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,413.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
125,2021-01-18,44211,NH,SPU / RTU,,,,,12.0,NR,0.0,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,413.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
126,2021-01-18,44211,NH,,,,,,,,,,,,,,,,,,,,2132.0,841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
127,2021-01-19,44211,NH,NHCF-W,76.0,7.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,413.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
128,2021-01-19,44211,NH,NNHCF,226.0,10.0,127.0,1.0,,,,,,,,,,,,,,,,,,,,,138 EAST MILAN ROAD,3570.0,,413.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
129,2021-01-19,44211,NH,NHSP-M,538.0,21.0,239.0,1.0,,,,,,,,,,,,,,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,413.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
130,2021-01-19,44211,NH,TWC/THU,43.0,3.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,413.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
131,2021-01-19,44211,NH,SPU / RTU,245.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,413.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
132,2021-01-19,44211,NH,SPU / RTU,,,,,12.0,NR,0.0,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,413.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
133,2021-01-19,44211,NH,,,,,,,,,,,,,,,,,,,,2132.0,841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
134,2021-01-20,44215,NH,NHCF-W,79.0,10.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,417.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
135,2021-01-20,44215,NH,NNHCF,226.0,4.0,127.0,1.0,,,,,,,,,,,,,,,,,,,,,138 EAST MILAN ROAD,3570.0,,417.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
136,2021-01-20,44215,NH,NHSP-M,553.0,16.0,239.0,1.0,,,,,,,,,,,,,,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,417.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
137,2021-01-20,44215,NH,TWC/THU,46.0,4.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,417.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
138,2021-01-20,44215,NH,SPU / RTU,245.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,417.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
139,2021-01-20,44215,NH,SPU / RTU,,,,,12.0,NR,0.0,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,417.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
140,2021-01-20,44215,NH,,,,,,,,,,,,,,,,,,,,2126.0,841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
141,2021-01-21,44216,NH,NHCF-W,86.0,8.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,418.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
142,2021-01-21,44216,NH,NNHCF,231.0,0.0,127.0,1.0,,,,,,,,,,,,,,,,,,,,,138 EAST MILAN ROAD,3570.0,,418.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
143,2021-01-21,44216,NH,NHSP-M,559.0,15.0,239.0,1.0,,,,,,,,,,,,,,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,418.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
144,2021-01-21,44216,NH,TWC/THU,46.0,4.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,418.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
145,2021-01-21,44216,NH,SPU / RTU,245.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,418.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
146,2021-01-21,44216,NH,SPU / RTU,,,,,12.0,NR,0.0,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,418.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
147,2021-01-21,44216,NH,,,,,,,,,,,,,,,,,,,,2126.0,841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
148,2021-01-22,44217,NH,NHCF-W,88.0,9.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,422.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
149,2021-01-22,44217,NH,NNHCF,233.0,0.0,127.0,1.0,,,,,,,,,,,,,,,,,,,,,138 EAST MILAN ROAD,3570.0,,422.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
150,2021-01-22,44217,NH,NHSP-M,560.0,15.0,242.0,1.0,,,,,,,,,,,,,,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,422.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
151,2021-01-22,44217,NH,TWC/THU,46.0,4.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,422.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
152,2021-01-22,44217,NH,SPU / RTU,245.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,422.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
153,2021-01-22,44217,NH,SPU / RTU,,,,,12.0,NR,0.0,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,422.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
154,2021-01-22,44217,NH,,,,,,,,,,,,,,,,,,,,2123.0,841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
155,2021-01-23,44218,NH,NHCF-W,88.0,10.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,425.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
156,2021-01-23,44218,NH,NNHCF,233.0,0.0,127.0,1.0,,,,,,,,,,,,,,,,,,,,,138 EAST MILAN ROAD,3570.0,,425.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
157,2021-01-23,44218,NH,NHSP-M,560.0,10.0,243.0,1.0,,,,,,,,,,,,,,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,425.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
158,2021-01-23,44218,NH,TWC/THU,46.0,1.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,425.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
159,2021-01-23,44218,NH,SPU / RTU,245.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,425.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
160,2021-01-23,44218,NH,SPU / RTU,,,,,12.0,NR,0.0,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,425.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
161,2021-01-23,44218,NH,,,,,,,,,,,,,,,,,,,,2123.0,842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
162,2021-01-24,44218,NH,NHCF-W,88.0,10.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,425.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
163,2021-01-24,44218,NH,NNHCF,233.0,0.0,127.0,1.0,,,,,,,,,,,,,,,,,,,,,138 EAST MILAN ROAD,3570.0,,425.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
164,2021-01-24,44218,NH,NHSP-M,560.0,10.0,243.0,1.0,,,,,,,,,,,,,,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,425.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
165,2021-01-24,44218,NH,TWC/THU,46.0,1.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,425.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
166,2021-01-24,44218,NH,SPU / RTU,245.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,425.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
167,2021-01-24,44218,NH,SPU / RTU,,,,,12.0,NR,0.0,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,425.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
168,2021-01-24,44218,NH,,,,,,,,,,,,,,,,,,,,2123.0,842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
169,2021-01-25,44218,NH,NHCF-W,88.0,10.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,425.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
170,2021-01-25,44218,NH,NNHCF,233.0,0.0,127.0,1.0,,,,,,,,,,,,,,,,,,,,,138 EAST MILAN ROAD,3570.0,,425.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
171,2021-01-25,44218,NH,NHSP-M,560.0,10.0,243.0,1.0,,,,,,,,,,,,,,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,425.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
172,2021-01-25,44218,NH,TWC/THU,46.0,1.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,425.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
173,2021-01-25,44218,NH,SPU / RTU,245.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,425.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
174,2021-01-25,44218,NH,SPU / RTU,,,,,12.0,NR,0.0,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,425.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
175,2021-01-25,44218,NH,,,,,,,,,,,,,,,,,,,,2123.0,842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
176,2021-01-26,44221,NH,NHCF-W,93.0,8.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,430.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
177,2021-01-26,44221,NH,NNHCF,234.0,0.0,127.0,1.0,,,,,,,,,,,,,,,,,,,,,138 EAST MILAN ROAD,3570.0,,430.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
178,2021-01-26,44221,NH,NHSP-M,578.0,13.0,247.0,1.0,,,,,,,,,,,,,,,,,,,,,"281 North State St., Concord, NH 03301",3301.0,,430.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
179,2021-01-26,44221,NH,TWC/THU,46.0,1.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,430.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
180,2021-01-26,44221,NH,SPU / RTU,245.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,430.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
181,2021-01-26,44221,NH,SPU / RTU,,,,,12.0,NR,0.0,,,,,,,,,,,,,,,,,,"281 NORTH STATE STREET, CONCORD, NH 3301",3301.0,,430.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
182,2021-01-26,44221,NH,,,,,,,,,,,,,,,,,,,,2122.0,842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
183,2021-01-27,44222,NH,NHCF-W,94.0,8.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,"42 Perimeter Road Concord, NH 03301",3301.0,,430.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
184,2021-01-27,44222,NH,NNHCF,235.0,0.0,127.0,1.0,,,,,,,,,,,,,,,,,,,,,138 EAST MILAN ROAD,3570.0,,430.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/NH.csv
