Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_tested,fac_inc_positive,fac_inc_pending,fac_inc_negative,fac_inc_recovered,fac_inc_active,fac_inc_hospitalized,fac_inc_deaths,fac_staff_positive,fac_staff_positivepresumed,fac_staff_recovered,fac_staff_hospitalized,fac_staff_deaths,fac_inc_population,fac_inc_firstdose,fac_inc_seconddose,fac_inc_jjvaccine,fac_staff_completeddocvaccine,facilties_staff_completedexternalvaccine,facility_bjs,fac_state,fac_inc_noisolated,fac_inc_hospital,fac_inc_pop,fac_inc_partiallyvaccinated,fac_inc_new_partiallyvaccinated,fac_inc_fullyvaccinated,fac_staff_positiveconfirmed,fac_staff_partiallyvaccinated,fac_staff_fullyvaccinated,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_inc_tested,sum_staff_positive,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_securityother,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeclose,state
...5813,2021-08-04,2021-08-02,MN,MCF-Saint Cloud,,,,,,,,,188.0,0.0,150.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5814,2021-08-04,2021-08-02,MN,MCF-Shakopee,,,,,,,,,66.0,0.0,54.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5815,2021-08-04,2021-08-02,MN,MCF-Stillwater,,,,,,,,,212.0,2.0,190.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5816,2021-08-04,2021-08-02,MN,MCF-Togo,,,,,,,,,4.0,0.0,4.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5817,2021-08-04,2021-08-02,MN,MCF-Willow River,,,,,,,,,7.0,0.0,7.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5818,2021-08-04,2021-08-02,MN,MCF-Faribault,,,,,,,,,,,,,,NR,281.0,212.0,1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5819,2021-08-04,2021-08-02,MN,MCF-Lino Lakes,,,,,,,,,,,,,,NR,111.0,102.0,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5820,2021-08-04,2021-08-02,MN,MCF-Moose Lake,,,,,,,,,,,,,,NR,113.0,109.0,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5821,2021-08-04,2021-08-02,MN,MCF-Oak Park Heights,,,,,,,,,,,,,,NR,73.0,65.0,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5822,2021-08-04,2021-08-02,MN,MCF-Rush City,,,,,,,,,,,,,,NR,94.0,83.0,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5823,2021-08-04,2021-08-02,MN,MCF-Red Wing,,,,,,,,,,,,,,NR,41.0,34.0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5824,2021-08-04,2021-08-02,MN,MCF-Saint Cloud,,,,,,,,,,,,,,NR,44.0,48.0,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5825,2021-08-04,2021-08-02,MN,MCF-Shakopee,,,,,,,,,,,,,,NR,127.0,73.0,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5826,2021-08-04,2021-08-02,MN,MCF-Stillwater,,,,,,,,,,,,,,NR,121.0,108.0,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5827,2021-08-04,2021-08-02,MN,MCF-Togo,,,,,,,,,,,,,,NR,6.0,3.0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5828,2021-08-04,2021-08-02,MN,MCF-Willow River,,,,,,,,,,,,,,NR,6.0,7.0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5829,2021-08-04,2021-08-02,MN,,,,,,,,,,,,,,,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5830,2021-08-04,2021-08-02,MN,,,,,,,,,,,,,,,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5831,2021-08-04,2021-08-02,MN,MCF - Faribault,,,,,,,,,,,,,,,,,,305,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5832,2021-08-04,2021-08-02,MN,MCF - Lino Lakes,,,,,,,,,,,,,,,,,,231,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5833,2021-08-04,2021-08-02,MN,MCF - Moose Lake,,,,,,,,,,,,,,,,,,133,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5834,2021-08-04,2021-08-02,MN,MCF - Oak Park Heights,,,,,,,,,,,,,,,,,,158,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5835,2021-08-04,2021-08-02,MN,MCF - Red Wing,,,,,,,,,,,,,,,,,,79,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5836,2021-08-04,2021-08-02,MN,MCF - Rush City,,,,,,,,,,,,,,,,,,117,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5837,2021-08-04,2021-08-02,MN,MCF - Shakopee,,,,,,,,,,,,,,,,,,145,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5838,2021-08-04,2021-08-02,MN,MCF - St Cloud,,,,,,,,,,,,,,,,,,161,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5839,2021-08-04,2021-08-02,MN,MCF - Stillwater,,,,,,,,,,,,,,,,,,240,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5840,2021-08-04,2021-08-02,MN,MCF - Togo,,,,,,,,,,,,,,,,,,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5841,2021-08-04,2021-08-02,MN,MCF - Willow River,,,,,,,,,,,,,,,,,,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5842,2021-08-05,2021-08-03,MN,MCF-Faribault,31239.0,1196.0,0.0,29882.0,1190.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5843,2021-08-05,2021-08-03,MN,MCF-Lino Lakes,22193.0,356.0,2.0,21759.0,356.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5844,2021-08-05,2021-08-03,MN,MCF-Moose Lake,11303.0,158.0,14.0,11044.0,188.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5845,2021-08-05,2021-08-03,MN,MCF-Oak Park Heights,4967.0,94.0,0.0,4839.0,93.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5846,2021-08-05,2021-08-03,MN,MCF-Red Wing,713.0,3.0,0.0,708.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5847,2021-08-05,2021-08-03,MN,MCF-Rush City,8230.0,219.0,2.0,7965.0,215.0,3.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5848,2021-08-05,2021-08-03,MN,MCF-Shakopee,7006.0,36.0,0.0,6968.0,36.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5849,2021-08-05,2021-08-03,MN,MCF-St. Cloud,22967.0,1111.0,111.0,21610.0,1111.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5850,2021-08-05,2021-08-03,MN,MCF-Stillwater,14509.0,977.0,0.0,13465.0,976.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5851,2021-08-05,2021-08-03,MN,MCF-Togo,274.0,8.0,0.0,265.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5852,2021-08-05,2021-08-03,MN,MCF-Willow River,540.0,76.0,0.0,455.0,83.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5853,2021-08-05,2021-08-03,MN,MCF-Faribault,,,,,,,,,163.0,4.0,132.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5854,2021-08-05,2021-08-03,MN,MCF-Lino Lakes,,,,,,,,,104.0,2.0,97.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5855,2021-08-05,2021-08-03,MN,MCF-Moose Lake,,,,,,,,,95.0,4.0,90.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5856,2021-08-05,2021-08-03,MN,MCF-Oak Park Heights,,,,,,,,,95.0,1.0,89.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5857,2021-08-05,2021-08-03,MN,MCF-Red Wing,,,,,,,,,26.0,0.0,23.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5858,2021-08-05,2021-08-03,MN,MCF-Rush City,,,,,,,,,88.0,2.0,71.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5859,2021-08-05,2021-08-03,MN,MCF-Saint Cloud,,,,,,,,,188.0,0.0,150.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5860,2021-08-05,2021-08-03,MN,MCF-Shakopee,,,,,,,,,66.0,0.0,54.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5861,2021-08-05,2021-08-03,MN,MCF-Stillwater,,,,,,,,,212.0,2.0,190.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5862,2021-08-05,2021-08-03,MN,MCF-Togo,,,,,,,,,4.0,0.0,4.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5863,2021-08-05,2021-08-03,MN,MCF-Willow River,,,,,,,,,7.0,0.0,7.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5864,2021-08-05,2021-08-03,MN,MCF-Faribault,,,,,,,,,,,,,,NR,281.0,212.0,1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5865,2021-08-05,2021-08-03,MN,MCF-Lino Lakes,,,,,,,,,,,,,,NR,111.0,102.0,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5866,2021-08-05,2021-08-03,MN,MCF-Moose Lake,,,,,,,,,,,,,,NR,113.0,109.0,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5867,2021-08-05,2021-08-03,MN,MCF-Oak Park Heights,,,,,,,,,,,,,,NR,73.0,65.0,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5868,2021-08-05,2021-08-03,MN,MCF-Rush City,,,,,,,,,,,,,,NR,94.0,83.0,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5869,2021-08-05,2021-08-03,MN,MCF-Red Wing,,,,,,,,,,,,,,NR,41.0,34.0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5870,2021-08-05,2021-08-03,MN,MCF-Saint Cloud,,,,,,,,,,,,,,NR,44.0,48.0,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5871,2021-08-05,2021-08-03,MN,MCF-Shakopee,,,,,,,,,,,,,,NR,127.0,73.0,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5872,2021-08-05,2021-08-03,MN,MCF-Stillwater,,,,,,,,,,,,,,NR,121.0,108.0,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5873,2021-08-05,2021-08-03,MN,MCF-Togo,,,,,,,,,,,,,,NR,6.0,3.0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5874,2021-08-05,2021-08-03,MN,MCF-Willow River,,,,,,,,,,,,,,NR,6.0,7.0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5875,2021-08-05,2021-08-03,MN,,,,,,,,,,,,,,,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5876,2021-08-05,2021-08-03,MN,,,,,,,,,,,,,,,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5877,2021-08-05,2021-08-03,MN,MCF - Faribault,,,,,,,,,,,,,,,,,,305,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5878,2021-08-05,2021-08-03,MN,MCF - Lino Lakes,,,,,,,,,,,,,,,,,,231,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5879,2021-08-05,2021-08-03,MN,MCF - Moose Lake,,,,,,,,,,,,,,,,,,133,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5880,2021-08-05,2021-08-03,MN,MCF - Oak Park Heights,,,,,,,,,,,,,,,,,,158,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5881,2021-08-05,2021-08-03,MN,MCF - Red Wing,,,,,,,,,,,,,,,,,,79,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5882,2021-08-05,2021-08-03,MN,MCF - Rush City,,,,,,,,,,,,,,,,,,117,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5883,2021-08-05,2021-08-03,MN,MCF - Shakopee,,,,,,,,,,,,,,,,,,145,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5884,2021-08-05,2021-08-03,MN,MCF - St Cloud,,,,,,,,,,,,,,,,,,161,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5885,2021-08-05,2021-08-03,MN,MCF - Stillwater,,,,,,,,,,,,,,,,,,240,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5886,2021-08-05,2021-08-03,MN,MCF - Togo,,,,,,,,,,,,,,,,,,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5887,2021-08-05,2021-08-03,MN,MCF - Willow River,,,,,,,,,,,,,,,,,,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5888,2021-08-06,2021-08-04,MN,MCF-Faribault,31241.0,1196.0,0.0,29884.0,1190.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5889,2021-08-06,2021-08-04,MN,MCF-Lino Lakes,22198.0,356.0,4.0,21762.0,356.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5890,2021-08-06,2021-08-04,MN,MCF-Moose Lake,11304.0,158.0,15.0,11044.0,188.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5891,2021-08-06,2021-08-04,MN,MCF-Oak Park Heights,4972.0,94.0,0.0,4844.0,93.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5892,2021-08-06,2021-08-04,MN,MCF-Red Wing,794.0,5.0,0.0,787.0,1.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5893,2021-08-06,2021-08-04,MN,MCF-Rush City,8232.0,219.0,1.0,7968.0,215.0,3.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5894,2021-08-06,2021-08-04,MN,MCF-Shakopee,7006.0,36.0,0.0,6968.0,36.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5895,2021-08-06,2021-08-04,MN,MCF-St. Cloud,22978.0,1111.0,122.0,21610.0,1111.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5896,2021-08-06,2021-08-04,MN,MCF-Stillwater,14511.0,977.0,0.0,13467.0,976.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5897,2021-08-06,2021-08-04,MN,MCF-Togo,274.0,8.0,0.0,265.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5898,2021-08-06,2021-08-04,MN,MCF-Willow River,540.0,76.0,0.0,455.0,83.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5899,2021-08-06,2021-08-04,MN,MCF-Faribault,,,,,,,,,163.0,4.0,132.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5900,2021-08-06,2021-08-04,MN,MCF-Lino Lakes,,,,,,,,,104.0,2.0,97.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5901,2021-08-06,2021-08-04,MN,MCF-Moose Lake,,,,,,,,,95.0,4.0,90.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5902,2021-08-06,2021-08-04,MN,MCF-Oak Park Heights,,,,,,,,,95.0,1.0,89.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5903,2021-08-06,2021-08-04,MN,MCF-Red Wing,,,,,,,,,26.0,0.0,23.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5904,2021-08-06,2021-08-04,MN,MCF-Rush City,,,,,,,,,88.0,2.0,71.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5905,2021-08-06,2021-08-04,MN,MCF-Saint Cloud,,,,,,,,,188.0,0.0,150.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
...5906,2021-08-06,2021-08-04,MN,MCF-Shakopee,,,,,,,,,66.0,0.0,54.0,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
