Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_tested,fac_inc_positive,fac_inc_pending,fac_inc_negative,fac_inc_recovered,fac_inc_active,fac_inc_hospitalized,fac_inc_deaths,fac_staff_positive,fac_staff_positivepresumed,fac_staff_recovered,fac_staff_hospitalized,fac_staff_deaths,fac_inc_population,fac_inc_firstdose,fac_inc_seconddose,fac_inc_jjvaccine,fac_staff_completeddocvaccine,facilties_staff_completedexternalvaccine,facility_bjs,fac_state,fac_inc_noisolated,fac_inc_hospital,fac_inc_pop,fac_inc_partiallyvaccinated,fac_inc_new_partiallyvaccinated,fac_inc_fullyvaccinated,fac_staff_positiveconfirmed,fac_staff_partiallyvaccinated,fac_staff_fullyvaccinated,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_inc_tested,sum_staff_positive,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_securityother,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeclose,state
4611,2021-03-31,/21,MN,MCF - Oak Park Heights,4356.0,94.0,1.0,4238.0,93.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,"5329 Osgood Avenue North, Stillwater, MN 55082",55082.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4612,2021-03-31,/21,MN,MCF - Red Wing,597.0,1.0,1.0,594.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,"1079 Highway 292, Red Wing, MN 55066",55066.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4613,2021-03-31,/21,MN,MCF - Rush City,6971.0,216.0,4.0,6724.0,214.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,7600 525TH STREET,55069.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4614,2021-03-31,/21,MN,MCF - Shakopee,5199.0,25.0,1.0,5171.0,23.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,"1010 West Sixth Avenue, Shakopee, MN 55379",55379.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4615,2021-03-31,/21,MN,MCF - St Cloud,16828.0,869.0,108.0,15737.0,861.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,"2305 Minnesota Boulevard SE Box B, St. Cloud, MN 56302",56302.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4616,2021-03-31,/21,MN,MCF - Stillwater,12485.0,977.0,0.0,11447.0,972.0,4.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,"970 Pickett Street, North Bayport, MN 55003",55003.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4617,2021-03-31,/21,MN,MCF - Togo,272.0,8.0,2.0,261.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,"62741 Co. Rd. 551, Togo, MN 55723",55723.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4618,2021-03-31,/21,MN,MCF - Willow River,541.0,76.0,3.0,453.0,83.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,"1000 Lake Shore Drive, Moose Lake, MN 55767",55767.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4619,2021-03-31,/21,MN,MCF - Faribault,,,,,,,,,278.0,4.0,122.0,4,NR,,,,,,,,,,,,,,,,,,"1101 Linden Lane Faribault, MN 55021-0730",55021.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4620,2021-03-31,/21,MN,MCF - Lino Lakes,,,,,,,,,178.0,2.0,86.0,2,NR,,,,,,,,,,,,,,,,,,7525 4TH AVENUE,55014.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4621,2021-03-31,/21,MN,MCF - Moose Lake,,,,,,,,,177.0,4.0,86.0,4,NR,,,,,,,,,,,,,,,,,,1000 Lakeshore Drive,55767.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4622,2021-03-31,/21,MN,MCF - Oak Park Heights,,,,,,,,,167.0,1.0,81.0,1,NR,,,,,,,,,,,,,,,,,,"5329 Osgood Avenue North, Stillwater, MN 55082",55082.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4623,2021-03-31,/21,MN,MCF - Red Wing,,,,,,,,,46.0,0.0,22.0,0,NR,,,,,,,,,,,,,,,,,,"1079 Highway 292, Red Wing, MN 55066",55066.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4624,2021-03-31,/21,MN,MCF - Rush City,,,,,,,,,146.0,2.0,65.0,2,NR,,,,,,,,,,,,,,,,,,7600 525TH STREET,55069.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4625,2021-03-31,/21,MN,MCF - St Cloud,,,,,,,,,290.0,0.0,128.0,0,NR,,,,,,,,,,,,,,,,,,"2305 Minnesota Boulevard SE Box B, St. Cloud, MN 56302",56302.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4626,2021-03-31,/21,MN,MCF - Shakopee,,,,,,,,,83.0,0.0,36.0,0,NR,,,,,,,,,,,,,,,,,,"1010 West Sixth Avenue, Shakopee, MN 55379",55379.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4627,2021-03-31,/21,MN,MCF - Stillwater,,,,,,,,,397.0,2.0,188.0,2,NR,,,,,,,,,,,,,,,,,,"970 Pickett Street, North Bayport, MN 55003",55003.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4628,2021-03-31,/21,MN,MCF - Togo,,,,,,,,,8.0,0.0,4.0,0,NR,,,,,,,,,,,,,,,,,,"62741 Co. Rd. 551, Togo, MN 55723",55723.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4629,2021-03-31,/21,MN,MCF - Willow River,,,,,,,,,14.0,0.0,7.0,0,NR,,,,,,,,,,,,,,,,,,"1000 Lake Shore Drive, Moose Lake, MN 55767",55767.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4630,2021-03-31,/21,MN,MINNCOR-Rsvl,,,,,,,,,7.0,0.0,3.0,0,NR,,,,,,,,,,,,,,,,,,"2420 Long Lake Road Roseville, MN 55113",55113.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4631,2021-03-31,/21,MN,MCF - Faribault,,,,,,,,,,,,,,,157.0,116.0,0,,,,,,,,,,,,,,"1101 Linden Lane Faribault, MN 55021-0730",55021.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4632,2021-03-31,/21,MN,MCF - Lino Lakes,,,,,,,,,,,,,,,23.0,13.0,584,,,,,,,,,,,,,,7525 4TH AVENUE,55014.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4633,2021-03-31,/21,MN,MCF - Moose Lake,,,,,,,,,,,,,,,35.0,18.0,0,,,,,,,,,,,,,,1000 Lakeshore Drive,55767.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4634,2021-03-31,/21,MN,MCF - Oak Park Heights,,,,,,,,,,,,,,,50.0,33.0,0,,,,,,,,,,,,,,"5329 Osgood Avenue North, Stillwater, MN 55082",55082.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4635,2021-03-31,/21,MN,MCF - Rush City,,,,,,,,,,,,,,,22.0,8.0,0,,,,,,,,,,,,,,7600 525TH STREET,55069.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4636,2021-03-31,/21,MN,MCF - Red Wing,,,,,,,,,,,,,,,0.0,0.0,0,,,,,,,,,,,,,,"1079 Highway 292, Red Wing, MN 55066",55066.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4637,2021-03-31,/21,MN,MCF - St Cloud,,,,,,,,,,,,,,,3.0,8.0,300,,,,,,,,,,,,,,"2305 Minnesota Boulevard SE Box B, St. Cloud, MN 56302",56302.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4638,2021-03-31,/21,MN,MCF - Shakopee,,,,,,,,,,,,,,,22.0,14.0,266,,,,,,,,,,,,,,"1010 West Sixth Avenue, Shakopee, MN 55379",55379.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4639,2021-03-31,/21,MN,MCF - Stillwater,,,,,,,,,,,,,,,79.0,37.0,259,,,,,,,,,,,,,,"970 Pickett Street, North Bayport, MN 55003",55003.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4640,2021-03-31,/21,MN,MCF - Togo,,,,,,,,,,,,,,,0.0,0.0,0,,,,,,,,,,,,,,"62741 Co. Rd. 551, Togo, MN 55723",55723.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4641,2021-03-31,/21,MN,MCF - Willow River,,,,,,,,,,,,,,,0.0,0.0,0,,,,,,,,,,,,,,"1000 Lake Shore Drive, Moose Lake, MN 55767",55767.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4642,2021-03-31,/21,MN,MINNCOR-Rsvl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2420 Long Lake Road Roseville, MN 55113",55113.0,3969.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4643,2021-04-01,/21,MN,MCF - Faribault,28343.0,1195.0,0.0,26989.0,1111.0,78.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,"1101 Linden Lane Faribault, MN 55021-0730",55021.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4644,2021-04-01,/21,MN,MCF - Lino Lakes,19724.0,352.0,4.0,19297.0,342.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,7525 4TH AVENUE,55014.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4645,2021-04-01,/21,MN,MCF - Moose Lake,9629.0,156.0,58.0,9329.0,186.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1000 Lakeshore Drive,55767.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4646,2021-04-01,/21,MN,MCF - Oak Park Heights,4362.0,94.0,1.0,4244.0,93.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,"5329 Osgood Avenue North, Stillwater, MN 55082",55082.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4647,2021-04-01,/21,MN,MCF - Red Wing,598.0,1.0,1.0,595.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,"1079 Highway 292, Red Wing, MN 55066",55066.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4648,2021-04-01,/21,MN,MCF - Rush City,6973.0,216.0,6.0,6724.0,214.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,7600 525TH STREET,55069.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4649,2021-04-01,/21,MN,MCF - Shakopee,5199.0,25.0,0.0,5172.0,23.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,"1010 West Sixth Avenue, Shakopee, MN 55379",55379.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4650,2021-04-01,/21,MN,MCF - St Cloud,16959.0,878.0,64.0,15901.0,861.0,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,"2305 Minnesota Boulevard SE Box B, St. Cloud, MN 56302",56302.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4651,2021-04-01,/21,MN,MCF - Stillwater,12487.0,977.0,0.0,11449.0,972.0,4.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,"970 Pickett Street, North Bayport, MN 55003",55003.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4652,2021-04-01,/21,MN,MCF - Togo,272.0,8.0,2.0,261.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,"62741 Co. Rd. 551, Togo, MN 55723",55723.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4653,2021-04-01,/21,MN,MCF - Willow River,541.0,76.0,3.0,453.0,83.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,"1000 Lake Shore Drive, Moose Lake, MN 55767",55767.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4654,2021-04-01,/21,MN,MCF - Faribault,,,,,,,,,279.0,4.0,122.0,4,NR,,,,,,,,,,,,,,,,,,"1101 Linden Lane Faribault, MN 55021-0730",55021.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4655,2021-04-01,/21,MN,MCF - Lino Lakes,,,,,,,,,178.0,2.0,86.0,2,NR,,,,,,,,,,,,,,,,,,7525 4TH AVENUE,55014.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4656,2021-04-01,/21,MN,MCF - Moose Lake,,,,,,,,,177.0,4.0,86.0,4,NR,,,,,,,,,,,,,,,,,,1000 Lakeshore Drive,55767.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4657,2021-04-01,/21,MN,MCF - Oak Park Heights,,,,,,,,,167.0,1.0,81.0,1,NR,,,,,,,,,,,,,,,,,,"5329 Osgood Avenue North, Stillwater, MN 55082",55082.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4658,2021-04-01,/21,MN,MCF - Red Wing,,,,,,,,,46.0,0.0,22.0,0,NR,,,,,,,,,,,,,,,,,,"1079 Highway 292, Red Wing, MN 55066",55066.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4659,2021-04-01,/21,MN,MCF - Rush City,,,,,,,,,146.0,2.0,65.0,2,NR,,,,,,,,,,,,,,,,,,7600 525TH STREET,55069.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4660,2021-04-01,/21,MN,MCF - St Cloud,,,,,,,,,290.0,0.0,128.0,0,NR,,,,,,,,,,,,,,,,,,"2305 Minnesota Boulevard SE Box B, St. Cloud, MN 56302",56302.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4661,2021-04-01,/21,MN,MCF - Shakopee,,,,,,,,,89.0,0.0,36.0,0,NR,,,,,,,,,,,,,,,,,,"1010 West Sixth Avenue, Shakopee, MN 55379",55379.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4662,2021-04-01,/21,MN,MCF - Stillwater,,,,,,,,,397.0,2.0,188.0,2,NR,,,,,,,,,,,,,,,,,,"970 Pickett Street, North Bayport, MN 55003",55003.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4663,2021-04-01,/21,MN,MCF - Togo,,,,,,,,,8.0,0.0,4.0,0,NR,,,,,,,,,,,,,,,,,,"62741 Co. Rd. 551, Togo, MN 55723",55723.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4664,2021-04-01,/21,MN,MCF - Willow River,,,,,,,,,14.0,0.0,7.0,0,NR,,,,,,,,,,,,,,,,,,"1000 Lake Shore Drive, Moose Lake, MN 55767",55767.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4665,2021-04-01,/21,MN,MINNCOR-Rsvl,,,,,,,,,7.0,0.0,3.0,0,NR,,,,,,,,,,,,,,,,,,"2420 Long Lake Road Roseville, MN 55113",55113.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4666,2021-04-01,/21,MN,MCF - Faribault,,,,,,,,,,,,,,,157.0,116.0,0,,,,,,,,,,,,,,"1101 Linden Lane Faribault, MN 55021-0730",55021.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4667,2021-04-01,/21,MN,MCF - Lino Lakes,,,,,,,,,,,,,,,23.0,13.0,584,,,,,,,,,,,,,,7525 4TH AVENUE,55014.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4668,2021-04-01,/21,MN,MCF - Moose Lake,,,,,,,,,,,,,,,35.0,18.0,0,,,,,,,,,,,,,,1000 Lakeshore Drive,55767.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4669,2021-04-01,/21,MN,MCF - Oak Park Heights,,,,,,,,,,,,,,,50.0,33.0,0,,,,,,,,,,,,,,"5329 Osgood Avenue North, Stillwater, MN 55082",55082.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4670,2021-04-01,/21,MN,MCF - Rush City,,,,,,,,,,,,,,,22.0,8.0,0,,,,,,,,,,,,,,7600 525TH STREET,55069.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4671,2021-04-01,/21,MN,MCF - Red Wing,,,,,,,,,,,,,,,0.0,0.0,0,,,,,,,,,,,,,,"1079 Highway 292, Red Wing, MN 55066",55066.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4672,2021-04-01,/21,MN,MCF - St Cloud,,,,,,,,,,,,,,,3.0,8.0,300,,,,,,,,,,,,,,"2305 Minnesota Boulevard SE Box B, St. Cloud, MN 56302",56302.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4673,2021-04-01,/21,MN,MCF - Shakopee,,,,,,,,,,,,,,,22.0,14.0,266,,,,,,,,,,,,,,"1010 West Sixth Avenue, Shakopee, MN 55379",55379.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4674,2021-04-01,/21,MN,MCF - Stillwater,,,,,,,,,,,,,,,79.0,37.0,259,,,,,,,,,,,,,,"970 Pickett Street, North Bayport, MN 55003",55003.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4675,2021-04-01,/21,MN,MCF - Togo,,,,,,,,,,,,,,,0.0,0.0,0,,,,,,,,,,,,,,"62741 Co. Rd. 551, Togo, MN 55723",55723.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4676,2021-04-01,/21,MN,MCF - Willow River,,,,,,,,,,,,,,,0.0,0.0,0,,,,,,,,,,,,,,"1000 Lake Shore Drive, Moose Lake, MN 55767",55767.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4677,2021-04-01,/21,MN,MINNCOR-Rsvl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2420 Long Lake Road Roseville, MN 55113",55113.0,3978.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4678,2021-04-02,/21,MN,MCF - Faribault,28356.0,1196.0,0.0,27001.0,1111.0,79.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,"1101 Linden Lane Faribault, MN 55021-0730",55021.0,3984.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4679,2021-04-02,/21,MN,MCF - Lino Lakes,19744.0,352.0,20.0,19301.0,342.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,7525 4TH AVENUE,55014.0,3984.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4680,2021-04-02,/21,MN,MCF - Moose Lake,9630.0,158.0,0.0,9386.0,186.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1000 Lakeshore Drive,55767.0,3984.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4681,2021-04-02,/21,MN,MCF - Oak Park Heights,4362.0,94.0,1.0,4244.0,93.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,"5329 Osgood Avenue North, Stillwater, MN 55082",55082.0,3984.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4682,2021-04-02,/21,MN,MCF - Red Wing,598.0,1.0,0.0,596.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,"1079 Highway 292, Red Wing, MN 55066",55066.0,3984.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4683,2021-04-02,/21,MN,MCF - Rush City,6978.0,216.0,5.0,6730.0,214.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,7600 525TH STREET,55069.0,3984.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4684,2021-04-02,/21,MN,MCF - Shakopee,5221.0,25.0,0.0,5194.0,23.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,"1010 West Sixth Avenue, Shakopee, MN 55379",55379.0,3984.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4685,2021-04-02,/21,MN,MCF - St Cloud,16984.0,881.0,28.0,15959.0,861.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,"2305 Minnesota Boulevard SE Box B, St. Cloud, MN 56302",56302.0,3984.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4686,2021-04-02,/21,MN,MCF - Stillwater,12520.0,977.0,0.0,11482.0,972.0,4.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,"970 Pickett Street, North Bayport, MN 55003",55003.0,3984.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4687,2021-04-02,/21,MN,MCF - Togo,272.0,8.0,2.0,261.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,"62741 Co. Rd. 551, Togo, MN 55723",55723.0,3984.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4688,2021-04-02,/21,MN,MCF - Willow River,541.0,76.0,3.0,453.0,83.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,"1000 Lake Shore Drive, Moose Lake, MN 55767",55767.0,3984.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
4689,2021-04-02,/21,MN,MCF - Faribault,,,,,,,,,279.0,4.0,122.0,4,NR,,,,,,,,,,,,,,,,,,"1101 Linden Lane Faribault, MN 55021-0730",55021.0,3984.0,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MN.csv
