Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_staff_active,fac_staff_positive,fac_staff_recovered,fac_staff_deaths,fac_inc_quarantined,facility_inc_partiallyvaccinated,facility_inc_fullyvaccinated,sum_inc_tested,sum_inc_pending,sum_inc_negative,sum_inc_positive,sum_inc_symptomatic,sum_inc_asymptomatic,sum_inc_inactive,sum_inc_deaths,sum_staff_vaccinations,fac_state,fac_inc_negative,fac_inc_pending,fac_inc_activeasymptomatic,fac_address,fac_zip,sum_staff_positive,match,oldnew,state
1,2021-01-01,12/31/2020,ID,District 1,0.0,3.0,3.0,NR,,,,,,,3587.0,,,,,,,,,,"202 Anton, First Floor Coeur d'Alene, ID ,83815",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
2,2021-01-01,12/31/2020,ID,District 3,0.0,5.0,5.0,NR,,,,,,,3587.0,,,,,,,,,,"3110 Cleveland Blvd. Building D, Caldwell, ID 83605",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
3,2021-01-01,12/31/2020,ID,District 4,0.0,14.0,14.0,NR,,,,,,,3587.0,,,,,,,,,,"10221 West Emerald Street,Boise, ID 83704",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
4,2021-01-01,12/31/2020,ID,District 5,0.0,6.0,6.0,NR,,,,,,,3587.0,,,,,,,,,,"731 Shoup Avenue West, Twin Falls, ID 83301",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
5,2021-01-01,12/31/2020,ID,District 6,0.0,5.0,5.0,NR,,,,,,,3587.0,,,,,,,,,,"1246 Yellowstone Avenue Suite F, Pocatello, ID 83201-4310",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
6,2021-01-01,12/31/2020,ID,District 7,2.0,7.0,5.0,NR,,,,,,,3587.0,,,,,,,,,,"2225 W. Broadway St., Suite A, Idaho Falls, ID 83402",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
7,2021-01-01,12/31/2020,ID,ICIO,0.0,41.0,41.0,NR,,,,,,,3587.0,,,,,,,,,,"381 West Hospital Drive, Orofino, ID 83544",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
8,2021-01-01,12/31/2020,ID,ISCC,3.0,81.0,78.0,NR,,,,,,,3587.0,,,,,,,,,,"14601 S. Pleasant Valley Rd, Kuna, ID 83634",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
9,2021-01-01,12/31/2020,ID,ISCI,7.0,85.0,78.0,NR,,,,,,,3587.0,,,,,,,,,,"13500 S.  Pleasant Valley Rd, Kuna, ID 83634",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
10,2021-01-01,12/31/2020,ID,IMSI,1.0,31.0,30.0,NR,,,,,,,3587.0,,,,,,,,,,"13400 S. Pleasant Valley Rd, Kuna, ID 83634",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
11,2021-01-01,12/31/2020,ID,NICI,1.0,14.0,13.0,NR,,,,,,,3587.0,,,,,,,,,,"236 Radar Rd., Cottonwood, ID 83522",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
12,2021-01-01,12/31/2020,ID,SICI,3.0,30.0,27.0,NR,,,,,,,3587.0,,,,,,,,,,"13900 Pleasant Valley Rd, Kuna, ID 83634",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
13,2021-01-01,12/31/2020,ID,SAWC,0.0,16.0,16.0,NR,,,,,,,3587.0,,,,,,,,,,"125 N. 8th West St., Anthony, ID 83445",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
14,2021-01-01,12/31/2020,ID,PWCC,0.0,6.0,6.0,NR,,,,,,,3587.0,,,,,,,,,,"1451 Fore Road, Pocatello, ID 83204",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
15,2021-01-01,12/31/2020,ID,SBWCC,0.0,19.0,19.0,NR,,,,,,,3587.0,,,,,,,,,,"13200  Pleasant Valley Rd, Kuna, ID 83634",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
16,2021-01-01,12/31/2020,ID,EBCRC,0.0,5.0,5.0,NR,,,,,,,3587.0,,,,,,,,,,"2366 Old Penitentiary Road, Boise, ID 83712",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
17,2021-01-01,12/31/2020,ID,IFCRC,0.0,5.0,5.0,NR,,,,,,,3587.0,,,,,,,,,,"3955 Bombardier Ave., Idaho Falls , ID 83402",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
18,2021-01-01,12/31/2020,ID,Nampa CRC,0.0,1.0,1.0,NR,,,,,,,3587.0,,,,,,,,,,"1640 11th Avenue North, Nampa, ID 83687",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
19,2021-01-01,12/31/2020,ID,TFCRC,0.0,1.0,1.0,NR,,,,,,,3587.0,,,,,,,,,,"616 Washington St. South, Twin Falls, ID  83301",83301.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
20,2021-01-01,12/31/2020,ID,TVCRC,0.0,1.0,1.0,NR,,,,,,,3587.0,,,,,,,,,,"14195 S. Pleasant Valley Road, Kuna, ID  83634",83634.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
21,2021-01-01,12/31/2020,ID,East Boise CRC,,,,,0.0,,,,,,3587.0,,,,,,,,,,"2366 Old Penitentiary Road, Boise, ID 83712",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
22,2021-01-01,12/31/2020,ID,Treasure Valley CRC,,,,,0.0,,,,,,3587.0,,,,,,,,,,"14195  S. Pleasant Valley Rd, Kuna, ID 83634",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
23,2021-01-01,12/31/2020,ID,Idaho Falls CRC,,,,,0.0,,,,,,3587.0,,,,,,,,,,"3955 Bombardier Ave., Idaho Falls , ID 83402",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
24,2021-01-01,12/31/2020,ID,Twin Falls CRC,,,,,0.0,,,,,,3587.0,,,,,,,,,,"616 Washington St. South, Twin Falls, ID 83301",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
25,2021-01-02,12/31/2020,ID,District 1,0.0,3.0,3.0,NR,,,,,,,3587.0,,,,,,,,,,"202 Anton, First Floor Coeur d'Alene, ID ,83815",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
26,2021-01-02,12/31/2020,ID,District 3,0.0,5.0,5.0,NR,,,,,,,3587.0,,,,,,,,,,"3110 Cleveland Blvd. Building D, Caldwell, ID 83605",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
27,2021-01-02,12/31/2020,ID,District 4,0.0,14.0,14.0,NR,,,,,,,3587.0,,,,,,,,,,"10221 West Emerald Street,Boise, ID 83704",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
28,2021-01-02,12/31/2020,ID,District 5,0.0,6.0,6.0,NR,,,,,,,3587.0,,,,,,,,,,"731 Shoup Avenue West, Twin Falls, ID 83301",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
29,2021-01-02,12/31/2020,ID,District 6,0.0,5.0,5.0,NR,,,,,,,3587.0,,,,,,,,,,"1246 Yellowstone Avenue Suite F, Pocatello, ID 83201-4310",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
30,2021-01-02,12/31/2020,ID,District 7,2.0,7.0,5.0,NR,,,,,,,3587.0,,,,,,,,,,"2225 W. Broadway St., Suite A, Idaho Falls, ID 83402",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
31,2021-01-02,12/31/2020,ID,ICIO,0.0,41.0,41.0,NR,,,,,,,3587.0,,,,,,,,,,"381 West Hospital Drive, Orofino, ID 83544",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
32,2021-01-02,12/31/2020,ID,ISCC,3.0,81.0,78.0,NR,,,,,,,3587.0,,,,,,,,,,"14601 S. Pleasant Valley Rd, Kuna, ID 83634",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
33,2021-01-02,12/31/2020,ID,ISCI,7.0,85.0,78.0,NR,,,,,,,3587.0,,,,,,,,,,"13500 S.  Pleasant Valley Rd, Kuna, ID 83634",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
34,2021-01-02,12/31/2020,ID,IMSI,1.0,31.0,30.0,NR,,,,,,,3587.0,,,,,,,,,,"13400 S. Pleasant Valley Rd, Kuna, ID 83634",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
35,2021-01-02,12/31/2020,ID,NICI,1.0,14.0,13.0,NR,,,,,,,3587.0,,,,,,,,,,"236 Radar Rd., Cottonwood, ID 83522",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
36,2021-01-02,12/31/2020,ID,SICI,3.0,30.0,27.0,NR,,,,,,,3587.0,,,,,,,,,,"13900 Pleasant Valley Rd, Kuna, ID 83634",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
37,2021-01-02,12/31/2020,ID,SAWC,0.0,16.0,16.0,NR,,,,,,,3587.0,,,,,,,,,,"125 N. 8th West St., Anthony, ID 83445",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
38,2021-01-02,12/31/2020,ID,PWCC,0.0,6.0,6.0,NR,,,,,,,3587.0,,,,,,,,,,"1451 Fore Road, Pocatello, ID 83204",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
39,2021-01-02,12/31/2020,ID,SBWCC,0.0,19.0,19.0,NR,,,,,,,3587.0,,,,,,,,,,"13200  Pleasant Valley Rd, Kuna, ID 83634",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
40,2021-01-02,12/31/2020,ID,EBCRC,0.0,5.0,5.0,NR,,,,,,,3587.0,,,,,,,,,,"2366 Old Penitentiary Road, Boise, ID 83712",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
41,2021-01-02,12/31/2020,ID,IFCRC,0.0,5.0,5.0,NR,,,,,,,3587.0,,,,,,,,,,"3955 Bombardier Ave., Idaho Falls , ID 83402",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
42,2021-01-02,12/31/2020,ID,Nampa CRC,0.0,1.0,1.0,NR,,,,,,,3587.0,,,,,,,,,,"1640 11th Avenue North, Nampa, ID 83687",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
43,2021-01-02,12/31/2020,ID,TFCRC,0.0,1.0,1.0,NR,,,,,,,3587.0,,,,,,,,,,"616 Washington St. South, Twin Falls, ID  83301",83301.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
44,2021-01-02,12/31/2020,ID,TVCRC,0.0,1.0,1.0,NR,,,,,,,3587.0,,,,,,,,,,"14195 S. Pleasant Valley Road, Kuna, ID  83634",83634.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
45,2021-01-02,12/31/2020,ID,East Boise CRC,,,,,0.0,,,,,,3587.0,,,,,,,,,,"2366 Old Penitentiary Road, Boise, ID 83712",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
46,2021-01-02,12/31/2020,ID,Treasure Valley CRC,,,,,0.0,,,,,,3587.0,,,,,,,,,,"14195  S. Pleasant Valley Rd, Kuna, ID 83634",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
47,2021-01-02,12/31/2020,ID,Idaho Falls CRC,,,,,0.0,,,,,,3587.0,,,,,,,,,,"3955 Bombardier Ave., Idaho Falls , ID 83402",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
48,2021-01-02,12/31/2020,ID,Twin Falls CRC,,,,,0.0,,,,,,3587.0,,,,,,,,,,"616 Washington St. South, Twin Falls, ID 83301",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
49,2021-01-03,12/31/2020,ID,District 1,0.0,3.0,3.0,NR,,,,,,,3587.0,,,,,,,,,,"202 Anton, First Floor Coeur d'Alene, ID ,83815",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
50,2021-01-03,12/31/2020,ID,District 3,0.0,5.0,5.0,NR,,,,,,,3587.0,,,,,,,,,,"3110 Cleveland Blvd. Building D, Caldwell, ID 83605",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
51,2021-01-03,12/31/2020,ID,District 4,0.0,14.0,14.0,NR,,,,,,,3587.0,,,,,,,,,,"10221 West Emerald Street,Boise, ID 83704",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
52,2021-01-03,12/31/2020,ID,District 5,0.0,6.0,6.0,NR,,,,,,,3587.0,,,,,,,,,,"731 Shoup Avenue West, Twin Falls, ID 83301",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
53,2021-01-03,12/31/2020,ID,District 6,0.0,5.0,5.0,NR,,,,,,,3587.0,,,,,,,,,,"1246 Yellowstone Avenue Suite F, Pocatello, ID 83201-4310",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
54,2021-01-03,12/31/2020,ID,District 7,2.0,7.0,5.0,NR,,,,,,,3587.0,,,,,,,,,,"2225 W. Broadway St., Suite A, Idaho Falls, ID 83402",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
55,2021-01-03,12/31/2020,ID,ICIO,0.0,41.0,41.0,NR,,,,,,,3587.0,,,,,,,,,,"381 West Hospital Drive, Orofino, ID 83544",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
56,2021-01-03,12/31/2020,ID,ISCC,3.0,81.0,78.0,NR,,,,,,,3587.0,,,,,,,,,,"14601 S. Pleasant Valley Rd, Kuna, ID 83634",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
57,2021-01-03,12/31/2020,ID,ISCI,7.0,85.0,78.0,NR,,,,,,,3587.0,,,,,,,,,,"13500 S.  Pleasant Valley Rd, Kuna, ID 83634",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
58,2021-01-03,12/31/2020,ID,IMSI,1.0,31.0,30.0,NR,,,,,,,3587.0,,,,,,,,,,"13400 S. Pleasant Valley Rd, Kuna, ID 83634",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
59,2021-01-03,12/31/2020,ID,NICI,1.0,14.0,13.0,NR,,,,,,,3587.0,,,,,,,,,,"236 Radar Rd., Cottonwood, ID 83522",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
60,2021-01-03,12/31/2020,ID,SICI,3.0,30.0,27.0,NR,,,,,,,3587.0,,,,,,,,,,"13900 Pleasant Valley Rd, Kuna, ID 83634",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
61,2021-01-03,12/31/2020,ID,SAWC,0.0,16.0,16.0,NR,,,,,,,3587.0,,,,,,,,,,"125 N. 8th West St., Anthony, ID 83445",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
62,2021-01-03,12/31/2020,ID,PWCC,0.0,6.0,6.0,NR,,,,,,,3587.0,,,,,,,,,,"1451 Fore Road, Pocatello, ID 83204",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
63,2021-01-03,12/31/2020,ID,SBWCC,0.0,19.0,19.0,NR,,,,,,,3587.0,,,,,,,,,,"13200  Pleasant Valley Rd, Kuna, ID 83634",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
64,2021-01-03,12/31/2020,ID,EBCRC,0.0,5.0,5.0,NR,,,,,,,3587.0,,,,,,,,,,"2366 Old Penitentiary Road, Boise, ID 83712",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
65,2021-01-03,12/31/2020,ID,IFCRC,0.0,5.0,5.0,NR,,,,,,,3587.0,,,,,,,,,,"3955 Bombardier Ave., Idaho Falls , ID 83402",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
66,2021-01-03,12/31/2020,ID,Nampa CRC,0.0,1.0,1.0,NR,,,,,,,3587.0,,,,,,,,,,"1640 11th Avenue North, Nampa, ID 83687",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
67,2021-01-03,12/31/2020,ID,TFCRC,0.0,1.0,1.0,NR,,,,,,,3587.0,,,,,,,,,,"616 Washington St. South, Twin Falls, ID  83301",83301.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
68,2021-01-03,12/31/2020,ID,TVCRC,0.0,1.0,1.0,NR,,,,,,,3587.0,,,,,,,,,,"14195 S. Pleasant Valley Road, Kuna, ID  83634",83634.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
69,2021-01-03,12/31/2020,ID,East Boise CRC,,,,,0.0,,,,,,3587.0,,,,,,,,,,"2366 Old Penitentiary Road, Boise, ID 83712",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
70,2021-01-03,12/31/2020,ID,Treasure Valley CRC,,,,,0.0,,,,,,3587.0,,,,,,,,,,"14195  S. Pleasant Valley Rd, Kuna, ID 83634",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
71,2021-01-03,12/31/2020,ID,Idaho Falls CRC,,,,,0.0,,,,,,3587.0,,,,,,,,,,"3955 Bombardier Ave., Idaho Falls , ID 83402",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
72,2021-01-03,12/31/2020,ID,Twin Falls CRC,,,,,0.0,,,,,,3587.0,,,,,,,,,,"616 Washington St. South, Twin Falls, ID 83301",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
73,2021-01-04,12/31/2020,ID,District 1,0.0,3.0,3.0,NR,,,,,,,3587.0,,,,,,,,,,"202 Anton, First Floor Coeur d'Alene, ID ,83815",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
74,2021-01-04,12/31/2020,ID,District 3,0.0,5.0,5.0,NR,,,,,,,3587.0,,,,,,,,,,"3110 Cleveland Blvd. Building D, Caldwell, ID 83605",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
75,2021-01-04,12/31/2020,ID,District 4,0.0,14.0,14.0,NR,,,,,,,3587.0,,,,,,,,,,"10221 West Emerald Street,Boise, ID 83704",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
76,2021-01-04,12/31/2020,ID,District 5,0.0,6.0,6.0,NR,,,,,,,3587.0,,,,,,,,,,"731 Shoup Avenue West, Twin Falls, ID 83301",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
77,2021-01-04,12/31/2020,ID,District 6,0.0,5.0,5.0,NR,,,,,,,3587.0,,,,,,,,,,"1246 Yellowstone Avenue Suite F, Pocatello, ID 83201-4310",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
78,2021-01-04,12/31/2020,ID,District 7,2.0,7.0,5.0,NR,,,,,,,3587.0,,,,,,,,,,"2225 W. Broadway St., Suite A, Idaho Falls, ID 83402",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
79,2021-01-04,12/31/2020,ID,ICIO,0.0,41.0,41.0,NR,,,,,,,3587.0,,,,,,,,,,"381 West Hospital Drive, Orofino, ID 83544",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
80,2021-01-04,12/31/2020,ID,ISCC,3.0,81.0,78.0,NR,,,,,,,3587.0,,,,,,,,,,"14601 S. Pleasant Valley Rd, Kuna, ID 83634",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
81,2021-01-04,12/31/2020,ID,ISCI,7.0,85.0,78.0,NR,,,,,,,3587.0,,,,,,,,,,"13500 S.  Pleasant Valley Rd, Kuna, ID 83634",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
82,2021-01-04,12/31/2020,ID,IMSI,1.0,31.0,30.0,NR,,,,,,,3587.0,,,,,,,,,,"13400 S. Pleasant Valley Rd, Kuna, ID 83634",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
83,2021-01-04,12/31/2020,ID,NICI,1.0,14.0,13.0,NR,,,,,,,3587.0,,,,,,,,,,"236 Radar Rd., Cottonwood, ID 83522",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
84,2021-01-04,12/31/2020,ID,SICI,3.0,30.0,27.0,NR,,,,,,,3587.0,,,,,,,,,,"13900 Pleasant Valley Rd, Kuna, ID 83634",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
85,2021-01-04,12/31/2020,ID,SAWC,0.0,16.0,16.0,NR,,,,,,,3587.0,,,,,,,,,,"125 N. 8th West St., Anthony, ID 83445",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
86,2021-01-04,12/31/2020,ID,PWCC,0.0,6.0,6.0,NR,,,,,,,3587.0,,,,,,,,,,"1451 Fore Road, Pocatello, ID 83204",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
87,2021-01-04,12/31/2020,ID,SBWCC,0.0,19.0,19.0,NR,,,,,,,3587.0,,,,,,,,,,"13200  Pleasant Valley Rd, Kuna, ID 83634",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
88,2021-01-04,12/31/2020,ID,EBCRC,0.0,5.0,5.0,NR,,,,,,,3587.0,,,,,,,,,,"2366 Old Penitentiary Road, Boise, ID 83712",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
89,2021-01-04,12/31/2020,ID,IFCRC,0.0,5.0,5.0,NR,,,,,,,3587.0,,,,,,,,,,"3955 Bombardier Ave., Idaho Falls , ID 83402",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
90,2021-01-04,12/31/2020,ID,Nampa CRC,0.0,1.0,1.0,NR,,,,,,,3587.0,,,,,,,,,,"1640 11th Avenue North, Nampa, ID 83687",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
91,2021-01-04,12/31/2020,ID,TFCRC,0.0,1.0,1.0,NR,,,,,,,3587.0,,,,,,,,,,"616 Washington St. South, Twin Falls, ID  83301",83301.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
92,2021-01-04,12/31/2020,ID,TVCRC,0.0,1.0,1.0,NR,,,,,,,3587.0,,,,,,,,,,"14195 S. Pleasant Valley Road, Kuna, ID  83634",83634.0,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
93,2021-01-04,12/31/2020,ID,East Boise CRC,,,,,0.0,,,,,,3587.0,,,,,,,,,,"2366 Old Penitentiary Road, Boise, ID 83712",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
94,2021-01-04,12/31/2020,ID,Treasure Valley CRC,,,,,0.0,,,,,,3587.0,,,,,,,,,,"14195  S. Pleasant Valley Rd, Kuna, ID 83634",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
95,2021-01-04,12/31/2020,ID,Idaho Falls CRC,,,,,0.0,,,,,,3587.0,,,,,,,,,,"3955 Bombardier Ave., Idaho Falls , ID 83402",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
96,2021-01-04,12/31/2020,ID,Twin Falls CRC,,,,,0.0,,,,,,3587.0,,,,,,,,,,"616 Washington St. South, Twin Falls, ID 83301",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
97,2021-01-05,1/4/2021,ID,District 1,0.0,3.0,3.0,NR,,,,,,,3761.0,,,,,,,,,,"202 Anton, First Floor Coeur d'Alene, ID ,83815",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
98,2021-01-05,1/4/2021,ID,District 3,0.0,5.0,5.0,NR,,,,,,,3761.0,,,,,,,,,,"3110 Cleveland Blvd. Building D, Caldwell, ID 83605",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
99,2021-01-05,1/4/2021,ID,District 4,0.0,14.0,14.0,NR,,,,,,,3761.0,,,,,,,,,,"10221 West Emerald Street,Boise, ID 83704",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
100,2021-01-05,1/4/2021,ID,District 5,0.0,6.0,6.0,NR,,,,,,,3761.0,,,,,,,,,,"731 Shoup Avenue West, Twin Falls, ID 83301",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
101,2021-01-05,1/4/2021,ID,District 6,0.0,5.0,5.0,NR,,,,,,,3761.0,,,,,,,,,,"1246 Yellowstone Avenue Suite F, Pocatello, ID 83201-4310",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
102,2021-01-05,1/4/2021,ID,District 7,2.0,7.0,5.0,NR,,,,,,,3761.0,,,,,,,,,,"2225 W. Broadway St., Suite A, Idaho Falls, ID 83402",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
103,2021-01-05,1/4/2021,ID,ICIO,0.0,41.0,41.0,NR,,,,,,,3761.0,,,,,,,,,,"381 West Hospital Drive, Orofino, ID 83544",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
104,2021-01-05,1/4/2021,ID,ISCC,3.0,81.0,78.0,NR,,,,,,,3761.0,,,,,,,,,,"14601 S. Pleasant Valley Rd, Kuna, ID 83634",,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/ID.csv
